"morandin.ogg","module","blast2GOannotation"
"EOG79WK0T",19,"Ureatransporter,erythrocyte"
"EOG7BCX6J",19,"Putative JmjC domain-containing histone demethylation protein 2C"
"EOG7BSD4Z",19,"Serine/threonine-protein kinase ULK3"
"EOG7C30W4",19,"Orexin receptor type"
"EOG7CKC1W",19,"Protein Swiss cheese"
"EOG7CVZRN",19,"Myosin-XV"
"EOG7DG66T",19,"General transcription factor IIH subunit 2"
"EOG7F854B",19,"hypothetical protein SINV_00356"
"EOG7FC1C7",19,"EF-hand domain-containing family member A2"
"EOG7FFWKN",19,"Limkain-b1"
"EOG7FZ7SD",19,"Thioredoxin,mitochondrial"
"EOG7GJG7F",19,"hypothetical protein SINV_07474"
"EOG7GV2Z4",19,"hypothetical protein SINV_04325"
"EOG7H1TFP",19,"hypothetical protein SINV_07376"
"EOG7HQX3P",19,"F-box/WD repeat-containing protein 9"
"EOG7J4D22",19,"E3 ubiquitin-protein ligase"
"EOG7JB4J9",19,"Poly(rC)-binding protein 3"
"EOG7JF0S1",19,"PREDICTED: slit homolog 1 protein-like"
"EOG7JXBZW",19,"PREDICTED: ADP-ribosylation factor-like protein 8B-A-like"
"EOG7K9TWZ",19,"Teneurin-3"
"EOG7KDQ51",19,"Solute carrier family 25 member 40"
"EOG7MSWH2",19,"Protein stoned-B"
"EOG7QGCZ9",19,"hypothetical protein SINV_14177"
"EOG7QK86H",19,"Abhydrolase domain-containing protein 13"
"EOG7RG3BT",19,"Probable cytochrome P450 6a13"
"EOG7RVK99",19,"Cytochrome P450 6k1"
"EOG7RZFJR",19,"PREDICTED: polypyrimidine tract-binding protein 1-like isoform X13"
"EOG7S8281",19,"hypothetical protein SINV_01905"
"EOG7SFSR0",19,"GRIP and coiled-coil domain-containing protein 1"
"EOG7SZ4XG",19,"hypothetical protein SINV_14518"
"EOG7V4KT6",19,"hypothetical protein SINV_08905"
"EOG7W495V",19,"Histone-lysineN-methyltransferase,H3lysine-79specific"
"EOG7W75DX",19,"Transient-receptor-potential-like protein"
"EOG7Z3Q0G",19,"PREDICTED: ras-related protein Rab-10 isoform 2"
"EOG703DB2",20,"hypothetical protein SINV_07642"
"EOG703DBX",20,"PREDICTED: neurogenin-3-like"
"EOG7068KB",20,"Ankyrin repeat domain-containing protein 13C"
"EOG7094SX",20,"Metastasis-associated protein MTA1"
"EOG7094TW",20,"hypothetical protein SINV_16578"
"EOG70D124",20,"Putative histone-binding protein Caf1"
"EOG70KRHP",20,"hypothetical protein SINV_80102"
"EOG70PMRJ",20,"hypothetical protein SINV_07362"
"EOG70PMRK",20,"Fibrillin-1"
"EOG70PMRN",20,"Vacuolar protein sorting-associated protein 11-like protein"
"EOG70SH0J",20,"Ubiquitin carboxyl-terminal hydrolase 8"
"EOG7107GJ",20,"Nucleoporin Nup37"
"EOG718V6J",20,"Chromatin assembly factor 1 subunit B"
"EOG71PB5C",20,"hypothetical protein SINV_06960"
"EOG71S6D4",20,"Choline transporter-like protein 1"
"EOG71S6DF",20,"Out at first protein"
"EOG71W2MT",20,"hypothetical protein SINV_04526"
"EOG71W2MX",20,"Spastin"
"EOG71ZXVT",20,"Tripeptidyl-peptidase 2"
"EOG722T3M",20,"E3 ubiquitin-protein ligase Nedd-4"
"EOG722T3X",20,"hypothetical protein SINV_04931"
"EOG725PCB",20,"hypothetical protein SINV_00682"
"EOG72CDTW",20,"hypothetical protein SINV_05719"
"EOG72CDVK",20,"hypothetical protein SINV_06798"
"EOG72K59S",20,"Selenide,waterdikinase"
"EOG72P1JP",20,"E3 ubiquitin-protein ligase NRDP1"
"EOG72RWSQ",20,"hypothetical protein SINV_05183"
"EOG72VS17",20,"hypothetical protein SINV_14896"
"EOG732HH5",20,"hypothetical protein SINV_09098"
"EOG735CQW",20,"hypothetical protein SINV_09905"
"EOG735CR3",20,"hypothetical protein SINV_08116"
"EOG73C46S",20,"JmjC domain-containing histone demethylation protein 1D"
"EOG73JVPH",20,"hypothetical protein SINV_01151"
"EOG73JVPS",20,"hypothetical protein SINV_10995"
"EOG73RM63",20,"Tryptophan2,3-dioxygenase"
"EOG73VGDB",20,"PREDICTED: regulator of nonsense transcripts 1"
"EOG7426WC",20,"PREDICTED:semaphorin-1A-like,partial"
"EOG745347",20,"Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16"
"EOG745348",20,"Neurolin-4,X-linked"
"EOG74BTM1",20,"Mitogen-activated protein kinase-binding protein 1"
"EOG74FPV3",20,"hypothetical protein SINV_14952"
"EOG74FPV5",20,"hypothetical protein SINV_03865"
"EOG74FPVC",20,"hypothetical protein SINV_04512"
"EOG74JK33",20,"hypothetical protein SINV_05437"
"EOG74NF9Z",20,"SET domain-containing protein 3"
"EOG74NFB5",20,"Putative glycerol kinase 3"
"EOG74NFBK",20,"G patch domain-containing protein 4"
"EOG74NFBQ",20,"hypothetical protein SINV_05011"
"EOG74R9JW",20,"hypothetical protein SINV_10300"
"EOG74R9K5",20,"hypothetical protein SINV_08219"
"EOG751X8H",20,"Tudor domain-containing protein PHF20L1"
"EOG751X8M",20,"hypothetical protein SINV_02064"
"EOG751X8R",20,"hypothetical protein SINV_09585"
"EOG751X8T",20,"hypothetical protein SINV_80465"
"EOG75BJ0G",20,"hypothetical protein SINV_06961"
"EOG75FD77",20,"hypothetical protein SINV_03041"
"EOG75FD7X",20,"Phosphatidylinositol transfer protein alpha isoform"
"EOG75N4Q9",20,"hypothetical protein SINV_04732"
"EOG75R0Z1",20,"Calcineurin-binding protein cabin-1"
"EOG75TW61",20,"Putative E3 ubiquitin-protein ligase UBR7"
"EOG75TW64",20,"Centrosomal protein of 135 kDa"
"EOG75XRFB",20,"PREDICTED: AP-1 complex subunit mu-1-like"
"EOG761MNT",20,"CCR4-NOT transcription complex subunit 1"
"EOG761MNV",20,"Coatomer subunit alpha"
"EOG761MPQ",20,"Ninjurin-1"
"EOG764GXT",20,"hypothetical protein SINV_15736"
"EOG767C4Z",20,"MPN domain-containing protein CG4751"
"EOG767C5T",20,"hypothetical protein SINV_05773"
"EOG76B7CW",20,"hypothetical protein SINV_04783"
"EOG76F3MN",20,"EVI5-like protein"
"EOG76HZVH",20,"HEAT repeat-containing protein 1"
"EOG76HZVR",20,"Transketolase-like protein 2"
"EOG76MV3D",20,"hypothetical protein SINV_11752"
"EOG76MV3M",20,"hypothetical protein SINV_07188"
"EOG76MV3N",20,"hypothetical protein SINV_09095"
"EOG76MV44",20,"Cell division cycle protein 23-like protein"
"EOG76QQBH",20,"Putative RNA-binding protein 15B"
"EOG76QQC8",20,"hypothetical protein SINV_05477"
"EOG76XFTG",20,"hypothetical protein SINV_05400"
"EOG7772J1",20,"hypothetical protein SINV_06899"
"EOG779XRZ",20,"hypothetical protein SINV_07390"
"EOG77DT0X",20,"hypothetical protein SINV_07802"
"EOG77DT18",20,"Protein groucho"
"EOG77HP7R",20,"Citron Rho-interacting kinase"
"EOG77HP80",20,"hypothetical protein SINV_11401"
"EOG77HP83",20,"hypothetical protein SINV_01774"
"EOG77HP89",20,"Mitochondrial enolase superfamily member 1"
"EOG77MJH4",20,"hypothetical protein SINV_09992"
"EOG77QDQV",20,"Zinc finger protein 26"
"EOG77QDR6",20,"hypothetical protein SINV_03430"
"EOG77X56S",20,"L-threonine3-dehydrogenase,mitochondrial"
"EOG7811FQ",20,"Polycomb protein Suz12"
"EOG783WPH",20,"hypothetical protein SINV_02717"
"EOG783WPR",20,"hypothetical protein EAG_02592"
"EOG786RXB",20,"hypothetical protein SINV_80485"
"EOG78DHD7",20,"hypothetical protein SINV_06768"
"EOG78HCN5",20,"Ankyrin repeat domain-containing protein 28"
"EOG78M7WB",20,"hypothetical protein SINV_05162"
"EOG78Q440",20,"THO complex subunit"
"EOG78Q442",20,"PREDICTED: rab GTPase-activating protein 1"
"EOG78Q44D",20,"Dipeptidase 2"
"EOG78WVKV",20,"Nuclear pore complex protein Nup155"
"EOG78WVKZ",20,"Inner nuclear membrane protein Man1"
"EOG78WVM4",20,"hypothetical protein SINV_11990"
"EOG790QVC",20,"Serine/threonine-protein phosphatase alpha-1 isoform"
"EOG796G9J",20,"Ras-related protein Rab-1A"
"EOG796G9M",20,"hypothetical protein SINV_10770"
"EOG796GB3",20,"hypothetical protein SINV_09587"
"EOG799BJQ",20,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B"
"EOG799BJS",20,"hypothetical protein SINV_14158"
"EOG79D6SG",20,"hypothetical protein SINV_02594"
"EOG79D6SM",20,"PHD finger protein 14"
"EOG79H31N",20,"hypothetical protein SINV_12886"
"EOG79KZ8N",20,"hypothetical protein SINV_10740"
"EOG79PTHQ",20,"Accumulation-associated protein"
"EOG79SPRK",20,"Pre-mRNA cleavage complex II protein Clp1"
"EOG7B0F77",20,"Bystin"
"EOG7B0F7W",20,"hypothetical protein SINV_13713"
"EOG7BCX5T",20,"hypothetical protein SINV_03090"
"EOG7BKNNX",20,"unknownsecretedprotein,partial"
"EOG7BPHWM",20,"hypothetical protein SINV_10157"
"EOG7C30V9",20,"Structural maintenance of chromosomes protein 4"
"EOG7C30VJ",20,"Protein FAM116A"
"EOG7C5W3H",20,"hypothetical protein SINV_05713"
"EOG7C8RB7",20,"hypothetical protein SINV_11807"
"EOG7CCMK4",20,"Probable G-protein coupled receptor 125"
"EOG7CCMK8",20,"Probable glutamine-dependent NAD(+) synthetase"
"EOG7CGGT5",20,"hypothetical protein SINV_10723"
"EOG7CGGTZ",20,"PREDICTED: ras-related protein Rab-35-like"
"EOG7CKC2F",20,"hypothetical protein SINV_12259"
"EOG7CKC32",20,"Protein dead ringer"
"EOG7CP793",20,"hypothetical protein SINV_05827"
"EOG7CP79J",20,"hypothetical protein SINV_02991"
"EOG7CS3HX",20,"TNF receptor-associated factor 2"
"EOG7D2Q7S",20,"hypothetical protein SINV_09736"
"EOG7D5KGM",20,"Dystroglycan"
"EOG7D5KGQ",20,"Rhophilin-2"
"EOG7DK2FD",20,"hypothetical protein SINV_12798"
"EOG7DK2FN",20,"hypothetical protein SINV_05435"
"EOG7DK2GD",20,"hypothetical protein SINV_12129"
"EOG7DNXPB",20,"Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase"
"EOG7DNXPG",20,"hypothetical protein SINV_08262"
"EOG7DVP57",20,"hypothetical protein SINV_00914"
"EOG7DZJD0",20,"Cytoskeleton-associated protein 5"
"EOG7DZJDJ",20,"PREDICTED: DDB1- and CUL4-associated factor 7"
"EOG7F2DN2",20,"hypothetical protein SINV_01045"
"EOG7F2DNK",20,"Ninjurin-1"
"EOG7F58WG",20,"EndonucleaseG,mitochondrial"
"EOG7FFWKZ",20,"UPF0474 protein"
"EOG7FJRTN",20,"Anaphase-promoting complex subunit 10"
"EOG7FJRTS",20,"Protein MAK10-like protein"
"EOG7FJRV4",20,"Male-specific lethal 2-like 1"
"EOG7FJRVM",20,"Lontudinalslackingprotein,isoformsA/B/D/L"
"EOG7FNN2J",20,"Myelin transcription factor 1"
"EOG7G2419",20,"hypothetical protein SINV_15723"
"EOG7G7VH5",20,"hypothetical protein SINV_09059"
"EOG7GJG70",20,"hypothetical protein SINV_01438"
"EOG7GNBFX",20,"hypothetical protein SINV_05658"
"EOG7GNBG2",20,"Transmembrane 9 superfamily member 3"
"EOG7GNBG8",20,"Thioredoxin domain-containing protein 4"
"EOG7GV2XS",20,"Ankyrin repeat and BTB/POZ domain-containing protein 2"
"EOG7GV2XT",20,"hypothetical protein SINV_11166"
"EOG7GV2ZB",20,"hypothetical protein SINV_08448"
"EOG7H4PNR",20,"hypothetical protein SINV_02780"
"EOG7H4PNW",20,"hypothetical protein SINV_16076"
"EOG7H7JWF",20,"hypothetical protein SINV_10771"
"EOG7HBF4Q",20,"hypothetical protein SINV_10154"
"EOG7HF9CH",20,"hypothetical protein SINV_04215"
"EOG7HJ5MH",20,"hypothetical protein SINV_03048"
"EOG7HN1V7",20,"Transforming acidic coiled-coil-containing protein 1"
"EOG7HQX3H",20,"hypothetical protein SINV_08704"
"EOG7HTSB6",20,"hypothetical protein SINV_05196"
"EOG7HXNJV",20,"hypothetical protein SINV_16481"
"EOG7HXNK0",20,"Transitional endoplasmic reticulum ATPase TER94"
"EOG7J4D2G",20,"hypothetical protein SINV_07716"
"EOG7J788R",20,"hypothetical protein SINV_09899"
"EOG7JB4HQ",20,"Spatacsin"
"EOG7JF0RQ",20,"Huntingtin-interacting protein 1"
"EOG7JMR7Q",20,"Phospholipase A-2-activating protein"
"EOG7JMR7T",20,"F-box-like/WD repeat-containing protein TBL1XR1"
"EOG7JQMGQ",20,"Guanine nucleotide-binding protein-like 1"
"EOG7JQMGX",20,"hypothetical protein SINV_12963"
"EOG7JQMH1",20,"Exocyst complex component 6"
"EOG7JXBZR",20,"hypothetical protein G5I_08937"
"EOG7K1769",20,"hypothetical protein SINV_09486"
"EOG7K43F8",20,"WD repeat-containing protein 20"
"EOG7K43FD",20,"Protein transport protein Sec61 subunit alpha isoform"
"EOG7K6ZP7",20,"hypothetical protein SINV_12875"
"EOG7K6ZPN",20,"Cytochrome b-c1 complex subunit 9"
"EOG7K9TX4",20,"Protein snail"
"EOG7K9TX5",20,"hypothetical protein SINV_10034"
"EOG7K9TX8",20,"Protein regulator of cytokinesis 1"
"EOG7K9TZ6",20,"RNA-binding protein with serine-rich domain 1"
"EOG7KDQ4Z",20,"WD repeat-containing protein 92"
"EOG7KMFMZ",20,"hypothetical protein SINV_80425"
"EOG7KQ9VX",20,"Mitochondrial ornithine transporter 1"
"EOG7KX2BQ",20,"hypothetical protein SINV_09996"
"EOG7KX2BV",20,"hypothetical protein SINV_08082"
"EOG7KX2C5",20,"hypothetical protein SINV_06626"
"EOG7M0XKX",20,"eukaryoticreleasefactor1,isoformH"
"EOG7M3STC",20,"Splicing factor 3B subunit"
"EOG7M6P32",20,"hypothetical protein SINV_00315"
"EOG7MDDJG",20,"Vacuolar ATP synthase subunit B"
"EOG7MH8S6",20,"TypeIIinositol-3,4-bisphosphate4-phosphatase"
"EOG7MH8SC",20,"Heatshockprotein75kDa,mitochondrial"
"EOG7MQ182",20,"hypothetical protein SINV_01243"
"EOG7MQ18P",20,"Uncharacterized protein C17orf59-like protein"
"EOG7MQ18S",20,"RING finger protein nhl-1"
"EOG7N0N02",20,"Coatomer subunit delta"
"EOG7N6CFQ",20,"hypothetical protein SINV_05535"
"EOG7N6CFZ",20,"hypothetical protein SINV_08768"
"EOG7ND3XG",20,"Multiple epidermal growth factor-like domains 8"
"EOG7NH05N",20,"hypothetical protein SINV_07097"
"EOG7NH06C",20,"Coiled-coil domain-containing protein 50"
"EOG7NKVDH",20,"hypothetical protein SINV_03832"
"EOG7NSKWD",20,"Vi lin"
"EOG7NSKWG",20,"hypothetical protein SINV_80183"
"EOG7NSKWJ",20,"hypothetical protein SINV_06150"
"EOG7NWG46",20,"Phosphoinositide 3-kinase adapter protein 1"
"EOG7P0BC1",20,"Inactive ubiquitin carboxyl-terminal hydrolase 54"
"EOG7P36M4",20,"hypothetical protein SINV_05916"
"EOG7P36MC",20,"hypothetical protein SINV_07074"
"EOG7P62TW",20,"Male-specific lethal 1-like 1"
"EOG7P62V5",20,"Zinc finger RNA-binding protein"
"EOG7PCTB2",20,"DNA excision repair protein haywire"
"EOG7PKJTF",20,"hypothetical protein SINV_07566"
"EOG7PW5HR",20,"hypothetical protein SINV_08791"
"EOG7PW5HW",20,"hypothetical protein SINV_01519"
"EOG7Q01RN",20,"hypothetical protein SINV_13464"
"EOG7Q01RS",20,"hypothetical protein SINV_03602"
"EOG7Q2X0C",20,"Probable ATP-dependent RNA helicase DHX35"
"EOG7QCHQ9",20,"hypothetical protein SINV_09399"
"EOG7QCHQQ",20,"hypothetical protein SINV_00392"
"EOG7QGCZ8",20,"hypothetical protein X777_12033"
"EOG7QP4FS",20,"hypothetical protein SINV_06976"
"EOG7QP4FZ",20,"Ras-like protein 3"
"EOG7QS0NW",20,"UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit"
"EOG7QZR4N",20,"Translational activator GCN1"
"EOG7QZR4R",20,"Zinc finger MYM-type protein 3"
"EOG7R2MCT",20,"Kinesin-like protein KIF18A"
"EOG7R2MCZ",20,"Probable nucleolar GTP-binding protein 1"
"EOG7R5GMP",20,"RibonucleaseZ,mitochondrial"
"EOG7R8BWJ",20,"PREDICTED: uncharacterized protein LOC102680578"
"EOG7RC73W",20,"hypothetical protein SINV_05743"
"EOG7RG3BH",20,"hypothetical protein SINV_05196"
"EOG7RJZM4",20,"Orexigenic neuropeptide QRFP receptor"
"EOG7RRQ26",20,"Exosome component 10"
"EOG7RRQ2F",20,"UDP-glucose 6-dehydrogenase"
"EOG7RVK9M",20,"hypothetical protein SINV_04209"
"EOG7RVK9S",20,"PREDICTED: uncharacterized protein LOC100875283"
"EOG7RZFJ2",20,"Ubiquitin carboxyl-terminal hydrolase 32"
"EOG7S5616",20,"hypothetical protein SINV_00783"
"EOG7S561T",20,"Glutaminyl-peptide cyclotransferase"
"EOG7S827X",20,"JmjC domain-containing histone demethylation protein 1"
"EOG7SBXHZ",20,"reverse transcriptase"
"EOG7SFSQR",20,"E3 SUMO-protein ligase RanBP2"
"EOG7SFSR7",20,"hypothetical protein SINV_06182"
"EOG7SJNZM",20,"Gamma-tubulin complex component 6"
"EOG7SJNZN",20,"Papilin"
"EOG7T215Q",20,"hypothetical protein SINV_09465"
"EOG7T4WD9",20,"hypothetical protein SINV_03017"
"EOG7T7RN2",20,"Activated CDC42 kinase 1"
"EOG7T7RNQ",20,"hypothetical protein SINV_12179"
"EOG7TBMWC",20,"Proton-coupled amino acid transporter 1"
"EOG7TFH44",20,"Cyclin G-associated kinase"
"EOG7TJCBV",20,"Protein polybromo-1"
"EOG7TN7KX",20,"hypothetical protein SINV_07511"
"EOG7TN7M2",20,"Leucine-zipper-like transcriptional regulator 1"
"EOG7TR3TR",20,"PREDICTED: LOW QUALITY PROTEIN: pre-mRNA-processing-splicing factor 8-like"
"EOG7TR3V4",20,"hypothetical protein SINV_08296"
"EOG7TV031",20,"hypothetical protein SINV_80376"
"EOG7TXV9T",20,"hypothetical protein SINV_09836"
"EOG7V4KSN",20,"hypothetical protein SINV_09820"
"EOG7V4KSS",20,"RNA-binding protein 39"
"EOG7V7G29",20,"Peroxisome proliferator-activated receptor gamma coactivator-related protein 1"
"EOG7VBB8R",20,"hypothetical protein SINV_10183"
"EOG7VMZ0S",20,"Cathepsin K"
"EOG7VQT73",20,"Ubiquitin conjugation factor E4 A"
"EOG7VQT75",20,"PREDICTED: uncharacterized protein LOC100864370"
"EOG7VQT77",20,"Serine/threonine-protein phosphatase 4 regulatory subunit 3"
"EOG7VTPG2",20,"Sodium- and chloride-dependent GABA transporter 1"
"EOG7VXJQ3",20,"UPF0487 protein C17orf71-like protein"
"EOG7W75F1",20,"hypothetical protein SINV_09655"
"EOG7WB1NT",20,"hypothetical protein SINV_02771"
"EOG7WB1PB",20,"hypothetical protein SINV_00140"
"EOG7WDWWK",20,"hypothetical protein SINV_14055"
"EOG7WHS4N",20,"Regulatory factor X domain-containing protein 2"
"EOG7WQHMG",20,"hypothetical protein SINV_12404"
"EOG7WQHMN",20,"hypothetical protein SINV_11087"
"EOG7WTCVG",20,"hypothetical protein SINV_14260"
"EOG7X14BC",20,"PREDICTED: V-type proton ATPase subunit B-like"
"EOG7XDM8W",20,"NEDD8-conjugating enzyme Ubc12"
"EOG7XDM92",20,"hypothetical protein SINV_03293"
"EOG7XHGJ0",20,"Contactin"
"EOG7XHGJ8",20,"BTB/POZ domain-containing protein 3"
"EOG7XMBRT",20,"Nucleotide-binding protein-like"
"EOG7XMBS1",20,"Putative GTP-binding protein Parf"
"EOG7XQ712",20,"Sorting nexin-30"
"EOG7XWZGN",20,"hypothetical protein SINV_05077"
"EOG7XWZH2",20,"hypothetical protein SINV_13500"
"EOG7Z0TQG",20,"Uncharacterized protein"
"EOG7Z3PZK",20,"hypothetical protein SINV_02590"
"EOG7Z3PZP",20,"hypothetical protein SINV_16346"
"EOG7Z3Q02",20,"PREDICTED: uncharacterized protein LOC100865313"
"EOG7Z6K7F",20,"Lontudinalslackingprotein,isoformsA/B/D/L"
"EOG7ZD9PQ",20,"WD repeat-containing protein 47"
"EOG7ZM253",20,"Phospholipase D1"
"EOG7ZM256",20,"Cell division cycle protein 23-like protein"
"EOG7ZM25G",20,"hypothetical protein SINV_80578"
"EOG7ZPXDS",20,"hypothetical protein SINV_08170"
"EOG7ZSSN6",20,"UTP11-like U3 small nucleolar ribonucleoprotein"
"EOG7ZSSN7",20,"PREDICTED: transducin-like enhancer protein 1-like"
"EOG7ZSSP7",20,"Lontudinalslackingprotein,isoformsA/B/D/L"
"EOG7ZWNW1",20,"Threonyl-tRNAsynthetase,cytoplasmic"
"EOG700J34",21,"hypothetical protein SINV_16567"
"EOG7068K3",21,"Valyl-tRNAsynthetase,mitochondrial"
"EOG7068K5",21,"Nuclear receptor coactivator 2"
"EOG7094SZ",21,"Spondin-1"
"EOG7094TK",21,"Protein twisted gastrulation"
"EOG70GW8W",21,"hypothetical protein SINV_05205"
"EOG70PMS8",21,"hypothetical protein SINV_12720"
"EOG70SH0F",21,"hypothetical protein SINV_06830"
"EOG70SH16",21,"hypothetical protein SINV_03672"
"EOG70SH1J",21,"hypothetical protein SINV_13332"
"EOG70WC85",21,"MORN repeat-containing protein 5"
"EOG7107H3",21,"hypothetical protein SINV_08470"
"EOG7133QJ",21,"hypothetical protein SINV_01972"
"EOG715ZZ6",21,"Chromodomain-helicase-DNA-binding protein 1"
"EOG718V6H",21,"Hexosaminidase domain-containing protein"
"EOG71CQF2",21,"Brefeldin A-inhibited guanine nucleotide-exchange protein 2"
"EOG71CQF7",21,"Cullin-4B"
"EOG71GKPR",21,"PREDICTED: RNA-binding protein squid-like"
"EOG71PB4Z",21,"Protein dispatched-like protein 1"
"EOG71PB53",21,"Ras-like protein 3"
"EOG71S6CV",21,"Polycomb protein EZH2"
"EOG71W2N7",21,"Arrestin-like protein"
"EOG71ZXVQ",21,"hypothetical protein SINV_09447"
"EOG728JKK",21,"Adenylate cyclase type 2"
"EOG72CDTF",21,"Protein unc-84-like protein A"
"EOG72G92B",21,"hypothetical protein EAG_08827"
"EOG72G92F",21,"hypothetical protein EAG_01817"
"EOG72K599",21,"Protein strawberry notch"
"EOG72K59J",21,"RING finger protein 157"
"EOG72K59N",21,"UbiquinonebiosynthesisproteinCOQ9,mitochondrial"
"EOG72K5B3",21,"Transcriptional activator protein Pur-alpha"
"EOG72P1JG",21,"hypothetical protein SINV_09897"
"EOG72P1JR",21,"hypothetical protein SINV_80191"
"EOG72RWS5",21,"Microfibrillar-associated protein 1"
"EOG72RWS7",21,"Cullin-1"
"EOG72RWSH",21,"hypothetical protein SINV_11550"
"EOG732HHS",21,"Ecdysone-induced protein 74EF isoform B"
"EOG735CQX",21,"hypothetical protein SINV_02714"
"EOG7387ZW",21,"Arylphorin subunit alpha"
"EOG73C46R",21,"Lipin-2"
"EOG73C46W",21,"Sn1-specific diacylglycerol lipase alpha"
"EOG73G0FW",21,"hypothetical protein SINV_80886"
"EOG73G0G4",21,"POU domain protein CF1A"
"EOG73JVPF",21,"PREDICTED: transformation/transcription domain-associated protein isoform 1"
"EOG73JVPG",21,"Neogenin"
"EOG73RM5R",21,"hypothetical protein EAG_05856"
"EOG74534K",21,"Dual specificity protein phosphatase 7"
"EOG74BTM3",21,"Protein Daple"
"EOG74NFB6",21,"KRR1 small subunit processome component-like protein"
"EOG74NFBP",21,"hypothetical protein SINV_13855"
"EOG74V5ST",21,"hypothetical protein SINV_12144"
"EOG751X8N",21,"hypothetical protein EAI_02145"
"EOG754SHJ",21,"WD repeat-containing protein 44"
"EOG757NRC",21,"Protein Jumonji"
"EOG75BJ0C",21,"Polycomb group protein Psc"
"EOG75BJ0K",21,"hypothetical protein SINV_12294"
"EOG75FD79",21,"Isoleucyl-tRNAsynthetase,mitochondrial"
"EOG75FD81",21,"Zinc finger protein 333"
"EOG75J8G3",21,"Myosinlightchainkinase,smoothmuscle"
"EOG75J8GB",21,"hypothetical protein SINV_11681"
"EOG75J8GF",21,"PREDICTED: zinc finger protein 83-like"
"EOG75J8GH",21,"Protein croquemort"
"EOG75R0Z9",21,"hypothetical protein SINV_12405"
"EOG75XRDZ",21,"Myelin gene regulatory factor"
"EOG75XRF8",21,"Protein numb"
"EOG75XRFC",21,"Cytohesin-1"
"EOG764GWQ",21,"hypothetical protein SINV_08641"
"EOG764GX2",21,"Zinc finger CCCH domain-containing protein 12C"
"EOG764GXB",21,"Annexin-B9"
"EOG767C53",21,"hypothetical protein SINV_05955"
"EOG767C56",21,"E3 ubiquitin-protein ligase MIB1"
"EOG76F3MG",21,"Bullouspemphigoidantigen1,isoforms6/9/10"
"EOG76F3MK",21,"Trophoblast glycoprotein"
"EOG76F3N6",21,"Transcription factor AP-4"
"EOG76F3N7",21,"hypothetical protein SINV_11965"
"EOG76MV45",21,"PREDICTED: protein bric-a-brac 1-like"
"EOG76XFTF",21,"Tetratricopeptide repeat protein 26"
"EOG76XFTV",21,"Protein phosphatase PTC7-like protein"
"EOG76XFV9",21,"hypothetical protein SINV_04662"
"EOG7772JM",21,"hypothetical protein SINV_15272"
"EOG779XS2",21,"hypothetical protein SINV_02986"
"EOG77DT16",21,"Glucose transporter type 1"
"EOG77HP8B",21,"Putative amino acid permease F13H10.3"
"EOG77HP90",21,"unkown protein"
"EOG77MJH3",21,"Putative sestrin"
"EOG77QDRQ",21,"RING finger protein 11"
"EOG77X56G",21,"hypothetical protein G5I_06315"
"EOG77X56M",21,"hypothetical protein SINV_04455"
"EOG7811G0",21,"Polycomb complex protein BMI-1-B"
"EOG789N5S",21,"hypothetical protein SINV_05165"
"EOG78DHD8",21,"Gamma-tubulin complex component 3"
"EOG78M7W2",21,"hypothetical protein SINV_01100"
"EOG78M7W5",21,"Fanconi anemia group D2 protein"
"EOG78M7X2",21,"hypothetical protein SINV_05695"
"EOG78Q443",21,"X-linked retinitis pigmentosa GTPase regulator-like protein"
"EOG78T0BZ",21,"hypothetical protein SINV_80738"
"EOG78T0C1",21,"Muskelin"
"EOG78T0C7",21,"Protein peanut"
"EOG78T0CF",21,"Alanine--glyoxylate aminotransferase 2-like"
"EOG78T0CG",21,"Opsin,blue-sensitive"
"EOG78WVKX",21,"Mushroom body large-type Kenyon cell-specific protein 1"
"EOG796G9S",21,"High-affinity choline transporter 1"
"EOG799BJJ",21,"hypothetical protein EAG_11334"
"EOG79H31M",21,"PREDICTED: hypothetical protein LOC100648888"
"EOG79H326",21,"conserved hypothetical protein"
"EOG79KZ8F",21,"Nuclear factor related to kappa-B-binding protein"
"EOG79KZ8H",21,"Rho-related BTB domain-containing protein 2"
"EOG79KZ8M",21,"Sphingomyelin phosphodiesterase 4"
"EOG79WK0W",21,"hypothetical protein EAG_01065"
"EOG7B39G5",21,"hypothetical protein SINV_07398"
"EOG7B65Q3",21,"NF-X1-type zinc finger protein NFXL1"
"EOG7BCX66",21,"hypothetical protein SINV_02728"
"EOG7BGSF3",21,"hypothetical protein SINV_11198"
"EOG7BGSFH",21,"hypothetical protein SINV_00966"
"EOG7BSD4T",21,"PREDICTED: uncharacterized protein LOC100868372"
"EOG7BW8CK",21,"Chromatin-remodeling complex ATPase chain Iswi"
"EOG7BW8CP",21,"hypothetical protein SINV_13651"
"EOG7C30VF",21,"hypothetical protein SINV_06766"
"EOG7C5W38",21,"Extracellular domains-containing protein"
"EOG7C5W3D",21,"Protein sprint"
"EOG7C8RB6",21,"Transmembrane emp24 domain-containing protein 1"
"EOG7CCMKC",21,"hypothetical protein SINV_08902"
"EOG7CCMKH",21,"UDP-glucuronic acid decarboxylase 1"
