ln,morandin.ogg
RF55_10332,EOG70KRJ5
RF55_10333,EOG7P8Z2W
RF55_4219,EOG78T0CR
RF55_4218,EOG7FNN2K
RF55_10335,EOG7P62VN
RF55_7147,EOG7FC1BX
RF55_5035,EOG7X14BK
RF55_5033,EOG7ZSSPC
RF55_13589,EOG7V1QK9
RF55_5039,EOG745348
XLOC_018480,EOG72P1JT
RF55_21270,EOG793M39
RF55_11886,EOG7772JR
RF55_11889,EOG78T0C9
RF55_11888,EOG7ZH5X8
XLOC_013863,EOG7FC1BP
RF55_13732,EOG7DZJDP
RF55_13730,EOG7N97PS
XLOC_012732,EOG7B0F83
XLOC_012737,EOG789N5K
XLOC_012736,EOG789N5K
RF55_16083,EOG7XQ70Z
RF55_2028,EOG7CS3JV
RF55_2022,EOG7NSKWM
RF55_2024,EOG77469N
RF55_2025,EOG73NQXX
RF55_2026,EOG7WMNCT
RF55_2027,EOG7N97QV
RF55_3889,EOG75R0ZW
RF55_3888,EOG7K9TXG
RF55_3881,EOG79PTHD
RF55_3880,EOG757NS2
RF55_3885,EOG75BJ0J
RF55_3886,EOG7P62VH
RF55_11263,EOG79KZ9D
RF55_11262,EOG77X56Z
RF55_11260,EOG7FZ7SR
RF55_11266,EOG70KRHR
RF55_8974,EOG74V5SN
RF55_3082,EOG7Q8NGD
RF55_8970,EOG7K6ZPP
RF55_8972,EOG7JMR7M
RF55_3086,EOG703DBC
RF55_3088,EOG70PMS9
RF55_20657,EOG7JXC0W
RF55_6107,EOG7MDDK7
RF55_9625,EOG7XWZGN
RF55_6104,EOG7B65QX
RF55_9621,EOG72CDTB
XLOC_000300,EOG77MJH3
RF55_6109,EOG75N4QK
XLOC_011285,EOG7ZD9PB
XLOC_003649,EOG7DC9ZH
RF55_11673,EOG7K6ZP8
RF55_11675,EOG7FVCJQ
RF55_19086,EOG70SH1G
RF55_4856,EOG73NQXT
RF55_4855,EOG7B65QH
RF55_4854,EOG7VJ2RJ
RF55_4852,EOG7VJ2RJ
RF55_4850,EOG7CS3HV
RF55_9747,EOG74534K
RF55_610,EOG7NKVF4
RF55_963,EOG76F3MX
RF55_964,EOG76F3MX
RF55_9742,EOG70PMSC
RF55_966,EOG767C4W
RF55_967,EOG7W1DXZ
RF55_969,EOG7BGSDW
RF55_6023,EOG7GFM06
XLOC_023928,EOG77QDQQ
XLOC_023929,EOG77QDQQ
RF55_7506,EOG7R2MCQ
XLOC_000224,EOG7PKJTM
RF55_13130,EOG7DVP56
RF55_13133,EOG7X6VTG
RF55_13132,EOG77T90C
RF55_1906,EOG7SNJ6K
XLOC_007949,EOG7X14BW
RF55_10104,EOG77469M
RF55_17730,EOG7Z0TQW
RF55_7764,EOG75XRF5
RF55_7765,EOG7Q8NGP
RF55_7766,EOG754SJK
XLOC_016505,EOG7G7VJ9
RF55_14646,EOG7P62V4
XLOC_015857,EOG7N0N0C
RF55_14643,EOG7WB1NQ
XLOC_017631,EOG7XHGJ8
RF55_13282,EOG7FC1C9
XLOC_022257,EOG7S561J
XLOC_022254,EOG7HBF4K
RF55_4688,EOG7VJ2RD
RF55_4689,EOG7S828T
RF55_4682,EOG75FD77
RF55_4687,EOG7F2DMX
RF55_4684,EOG7VBB97
RF55_9021,EOG7SZ4X9
RF55_9022,EOG74JK3H
RF55_9025,EOG71W2NR
XLOC_012061,EOG7PGPJW
RF55_9026,EOG7GFM00
XLOC_022337,EOG7Z6K70
RF55_5623,EOG7N6CFZ
RF55_5622,EOG7Q2X19
RF55_2901,EOG7QVVWT
RF55_2900,EOG7QVVWT
RF55_5626,EOG7133R1
RF55_2905,EOG7ZSSN7
RF55_8216,EOG78T0C0
RF55_5628,EOG7CVZSG
RF55_2492,EOG79PTHH
RF55_1010,EOG7SV8PG
RF55_4531,EOG751X90
RF55_4532,EOG7VF6J5
RF55_1013,EOG754SJ5
RF55_1014,EOG754SJ5
RF55_4535,EOG703DBZ
RF55_1016,EOG7T7RP2
RF55_1017,EOG7V7G1P
RF55_4539,EOG75XRF9
RF55_14914,EOG7BPHXN
RF55_14915,EOG73C475
RF55_14913,EOG7G2429
RF55_14911,EOG7TBMX0
RF55_12775,EOG7VBB8F
RF55_5487,EOG7C8RB6
RF55_5486,EOG7J7894
RF55_5485,EOG7CKC21
RF55_5484,EOG7DZJF0
RF55_16646,EOG73VGDK
RF55_5488,EOG779XT2
XLOC_001124,EOG7W75F9
XLOC_004337,EOG7TR3V8
XLOC_004448,EOG7BGSFF
XLOC_000532,EOG7JF0SJ
XLOC_014811,EOG7TJCCG
XLOC_000530,EOG7GXZ67
RF55_12610,EOG700J3C
RF55_12619,EOG78WVKX
RF55_3504,EOG7XMBRX
RF55_3506,EOG7C04MF
RF55_3502,EOG77QDR6
RF55_3509,EOG76HZW5
XLOC_022806,EOG7S29SK
XLOC_011363,EOG7107H1
RF55_2279,EOG7F58WR
RF55_2278,EOG7BGSF6
RF55_15200,EOG7RRQ2P
RF55_15204,EOG7NSKWG
XLOC_009318,EOG7HJ5N7
RF55_13690,EOG72RWS2
RF55_13691,EOG7WX83S
RF55_4998,EOG7FC1BS
RF55_4997,EOG7N97QB
RF55_4994,EOG72ZN81
RF55_4990,EOG7Q01RR
RF55_4991,EOG7MQ194
RF55_10923,EOG7SFSR6
XLOC_008803,EOG76XFV2
RF55_10926,EOG7DZJDQ
XLOC_007445,EOG789N66
XLOC_020665,EOG7S8286
XLOC_012946,EOG72P1JX
XLOC_011946,EOG72ZN8V
XLOC_005177,EOG771B2G
XLOC_024310,EOG7P62TX
XLOC_024319,EOG7FC1C9
XLOC_020402,EOG71CQFW
RF55_6594,EOG7Q01S7
RF55_6595,EOG7B65QR
RF55_7971,EOG7F854H
RF55_7979,EOG7R2MCZ
RF55_7978,EOG70KRJ1
RF55_14348,EOG7M6P37
RF55_14346,EOG77QDR5
RF55_20466,EOG73NQXJ
RF55_11191,EOG74R9JT
RF55_6375,EOG7RG3BZ
RF55_6377,EOG7Z6K6T
RF55_6378,EOG7M3SVB
RF55_9819,EOG7KHKDJ
RF55_19472,EOG7HBF57
XLOC_001462,EOG735CRZ
RF55_14128,EOG74NFBS
RF55_11446,EOG7811FG
XLOC_025046,EOG7VXJQC
RF55_14120,EOG7WDWX6
XLOC_021207,EOG7VMZ0T
XLOC_021754,EOG74Z221
RF55_12186,EOG7RZFJM
RF55_18120,EOG7WX83M
RF55_16877,EOG7H4PNP
RF55_16876,EOG7BCX5R
RF55_16874,EOG7XDM90
RF55_4132,EOG71PB50
RF55_4054,EOG789N65
RF55_4052,EOG7FFWKQ
RF55_4051,EOG7MWRR3
RF55_4050,EOG7MWRR3
RF55_391,EOG7D8FRK
RF55_2513,EOG7DK2G9
RF55_396,EOG7D2Q8H
RF55_2514,EOG7Z0TQM
RF55_398,EOG7H7JWV
RF55_4238,EOG7K6ZPT
RF55_13369,EOG7WHS4Q
RF55_4233,EOG71GKP7
RF55_4232,EOG7CGGTK
XLOC_007207,EOG7WDWWQ
RF55_4234,EOG7P8Z36
XLOC_019778,EOG7C5W3D
RF55_10314,EOG7KHKCW
RF55_10315,EOG7P36MB
RF55_10310,EOG78WVM3
RF55_16259,EOG715ZZW
RF55_6209,EOG7TFH46
RF55_11972,EOG7VF6HW
RF55_5686,EOG79SPS1
RF55_6754,EOG7W75FZ
RF55_6207,EOG7J788Q
XLOC_018601,EOG764GXC
RF55_1469,EOG7Q2X0R
RF55_1468,EOG7RC73H
RF55_1460,EOG78HCP0
RF55_13757,EOG7BSD4S
RF55_1465,EOG74V5SS
XLOC_012711,EOG7N97QC
XLOC_012712,EOG703DBK
RF55_9252,EOG7CKC1Z
RF55_9253,EOG7VF6HN
RF55_9251,EOG7068K9
RF55_9256,EOG75N4Q6
RF55_9255,EOG7RG3CC
RF55_5018,EOG72VS14
XLOC_014975,EOG7J1HTJ
RF55_2048,EOG76B7DD
RF55_2049,EOG7WTCVT
RF55_5542,EOG72G92D
RF55_5016,EOG7PS98V
RF55_8021,EOG74V5TG
RF55_5010,EOG7G5092
RF55_8027,EOG7RZFJ4
RF55_5013,EOG78Q442
XLOC_024140,EOG70WC7R
RF55_3312,EOG7BKNNS
RF55_3317,EOG7QZR4Q
XLOC_004785,EOG70KRJP
RF55_11205,EOG70WC7T
RF55_11208,EOG7V1QJP
XLOC_009046,EOG7VF6HR
RF55_9644,EOG735CS0
RF55_9647,EOG7SRDFV
RF55_9646,EOG7ZWNWT
RF55_6161,EOG7Z3Q0C
RF55_9642,EOG7WDWWP
RF55_12401,EOG7DG66J
RF55_12404,EOG7Q5S7Q
RF55_12405,EOG7Q5S7Q
XLOC_005781,EOG7107HC
RF55_4397,EOG76XFTD
XLOC_009691,EOG7VF6J7
XLOC_021920,EOG75N4R2
RF55_4834,EOG7JTGQM
RF55_4837,EOG7VMZ11
RF55_4839,EOG7DRSX6
RF55_4838,EOG7HQX3K
RF55_10554,EOG7K43FH
RF55_10555,EOG7BKNNV
RF55_7088,EOG7SNJ6P
RF55_6788,EOG7CKC28
XLOC_020345,EOG7133QG
RF55_940,EOG78M7W7
RF55_6786,EOG7N3H77
XLOC_021699,EOG7KHKDX
XLOC_021692,EOG7GJG7Q
RF55_10996,EOG7B65QD
RF55_10994,EOG75J8GT
RF55_21982,EOG72RWSF
RF55_7561,EOG73RM5N
RF55_1924,EOG74FPVF
RF55_1925,EOG7G7VHP
XLOC_017431,EOG7C8RC9
RF55_1920,EOG7426WT
RF55_1921,EOG74NF9X
RF55_1923,EOG74FPVF
RF55_10123,EOG7KHKDK
RF55_10122,EOG799BJT
XLOC_012159,EOG7MH8S3
RF55_7786,EOG7K43F7
RF55_7787,EOG7K43F7
RF55_7785,EOG71S6D1
RF55_7788,EOG7PW5HX
RF55_7789,EOG7094SX
XLOC_015729,EOG7XDM97
XLOC_014718,EOG7KDQ5Z
XLOC_017650,EOG7WHS4K
XLOC_002258,EOG779XT1
XLOC_022273,EOG77DT22
XLOC_017658,EOG7DNXPN
RF55_494,EOG7NH06N
RF55_495,EOG7HN1VQ
RF55_496,EOG7RJZKT
RF55_1252,EOG7Q5S7Q
RF55_1251,EOG7RG3BH
RF55_1256,EOG71W2N4
RF55_1255,EOG7X40KX
RF55_9007,EOG7MSWHN
RF55_9006,EOG7X9R25
XLOC_022312,EOG7BCX6H
RF55_9001,EOG7WB1NQ
RF55_18805,EOG7S29S8
RF55_8235,EOG7BSD5J
RF55_8234,EOG77DT12
RF55_8231,EOG7MH8ST
XLOC_016385,EOG71KFXJ
RF55_8239,EOG761MP4
RF55_4557,EOG790QV4
RF55_4554,EOG7CGGT3
RF55_1073,EOG75N4QZ
RF55_1070,EOG7RVK9T
RF55_4551,EOG7QS0P3
RF55_14938,EOG70D121
RF55_12796,EOG70KRHM
XLOC_011710,EOG7W75FH
RF55_232,EOG7MWRQW
RF55_233,EOG7133QV
RF55_235,EOG732HHH
RF55_236,EOG7F854W
XLOC_014386,EOG7X6VTR
RF55_2785,EOG7D2Q7X
RF55_2787,EOG7ND3Z5
RF55_2780,EOG7G508H
RF55_1789,EOG7VMZ0Q
RF55_1783,EOG7WB1NT
RF55_1786,EOG7VTPG2
RF55_1787,EOG7GXZ5S
RF55_2529,EOG77DT14
RF55_5203,EOG79H327
RF55_2522,EOG7TV03K
RF55_5205,EOG7133RF
RF55_2256,EOG7DC9ZG
RF55_5206,EOG7PW5J1
XLOC_023198,EOG7C30VD
RF55_15222,EOG7426X6
XLOC_015129,EOG7HF9CQ
RF55_15225,EOG7V7G2H
RF55_3789,EOG7P62VK
RF55_3786,EOG71S6DH
RF55_3787,EOG7P62VK
RF55_3785,EOG790QV2
RF55_3782,EOG73C477
RF55_3783,EOG7QK86N
RF55_3780,EOG70PMRJ
RF55_3781,EOG74JK30
RF55_21408,EOG718V74
RF55_12891,EOG7DVP5H
RF55_12890,EOG7DVP5D
RF55_1015,EOG73ZBNQ
XLOC_005376,EOG7NH05J
XLOC_002413,EOG7TV03T
XLOC_002412,EOG76HZW5
RF55_4716,EOG7BSD4P
XLOC_015261,EOG7FC1C7
XLOC_009198,EOG78DHF7
RF55_13942,EOG7WMNCR
RF55_1543,EOG7W1DZT
XLOC_005197,EOG72P1KB
XLOC_011928,EOG7N3H7H
RF55_3129,EOG7NH05M
RF55_8834,EOG747ZC7
RF55_8836,EOG7TJCCP
RF55_3123,EOG7K6ZPS
RF55_3120,EOG7RNTTC
RF55_3126,EOG722T4B
RF55_3125,EOG7WQHNC
RF55_12649,EOG71KFXR
RF55_6572,EOG7W75DW
RF55_9781,EOG779XSB
RF55_9783,EOG7MM521
RF55_6574,EOG7D8FRD
RF55_6575,EOG7TFH4Q
RF55_6579,EOG74NFB3
XLOC_022485,EOG78HCPB
RF55_7959,EOG7TR3VR
RF55_8787,EOG7SBXHP
RF55_8785,EOG7T7RP5
XLOC_009732,EOG7Z9FFQ
RF55_8788,EOG7M0XMF
RF55_6314,EOG7NSKX9
RF55_6315,EOG75XRFC
RF55_6312,EOG7FNN3G
RF55_9873,EOG7DK2FF
XLOC_021591,EOG7N6CFX
RF55_9878,EOG7RJZM2
RF55_6319,EOG7W75F1
RF55_18324,EOG72VS1G
RF55_18499,EOG7T215G
RF55_15812,EOG72K59B
XLOC_004967,EOG7WHS54
XLOC_004962,EOG7J1HV8
XLOC_021775,EOG7K9TZ2
XLOC_021773,EOG761MNT
XLOC_016262,EOG7NSKX0
XLOC_011545,EOG77T90R
RF55_805,EOG7V4KT2
RF55_12738,EOG7T215K
RF55_4039,EOG7SNJ6V
RF55_4038,EOG78DHDS
RF55_4034,EOG7MM51V
RF55_4037,EOG7WTCVG
RF55_4036,EOG751X8V
RF55_4030,EOG74BTMV
RF55_4033,EOG7G7VH6
RF55_4032,EOG7WMNCP
RF55_7048,EOG7SJP08
RF55_5442,EOG7HN1VM
RF55_7041,EOG7TN7M9
RF55_7040,EOG7CZV14
RF55_7043,EOG7VMZ0B
RF55_7042,EOG7C30W2
RF55_7047,EOG7J1HT7
RF55_8160,EOG7K1772
RF55_8519,EOG7FFWKN
RF55_5446,EOG7PW5J3
XLOC_025454,EOG7772J5
RF55_5444,EOG7ZD9PK
RF55_13306,EOG732HH1
RF55_4780,EOG74Z21Q
RF55_4787,EOG7PCT9X
RF55_13303,EOG73C46V
XLOC_007260,EOG793M3W
RF55_4788,EOG7S561G
XLOC_007269,EOG7JQMHN
RF55_5833,EOG7F854F
RF55_10377,EOG7QP4G2
XLOC_019719,EOG7K6ZQ4
XLOC_019711,EOG79H327
RF55_10379,EOG7RNTVM
XLOC_018449,EOG72VS1V
XLOC_018448,EOG72VS1V
RF55_16239,EOG71ZXVV
XLOC_010634,EOG7R8BVJ
RF55_5788,EOG7X14B5
RF55_5789,EOG7V1QKF
XLOC_018662,EOG7R8BW3
XLOC_018660,EOG7PW5HJ
RF55_13770,EOG73C474
RF55_1447,EOG700J38
RF55_1446,EOG74BTM2
RF55_1445,EOG7QGCZG
RF55_1444,EOG783WPC
RF55_1443,EOG74R9JW
XLOC_009858,EOG767C4Q
RF55_1440,EOG767C56
RF55_9271,EOG7WX84D
XLOC_022100,EOG74JK3Z
XLOC_022106,EOG75TW6Z
RF55_8001,EOG732HGX
RF55_5562,EOG78DHFB
RF55_8003,EOG7FVCJD
RF55_2060,EOG7T4WDH
RF55_2061,EOG7X14BM
RF55_2062,EOG7X14B3
RF55_5567,EOG7G7VHV
RF55_5568,EOG74JK38
RF55_14017,EOG7RVKB3
XLOC_002601,EOG7DVP58
RF55_2068,EOG7094T4
RF55_3332,EOG7JB4JC
RF55_3331,EOG79SPRP
RF55_12659,EOG7BPHWS
XLOC_008109,EOG74FPW3
XLOC_008108,EOG7NKVFG
XLOC_006612,EOG7107H1
RF55_11382,EOG7MH8SC
RF55_6143,EOG7NKVF5
RF55_9662,EOG7GXZ69
RF55_6141,EOG7XDM9K
XLOC_018556,EOG7S29SK
RF55_9667,EOG7GNBG7
RF55_6145,EOG7HQX40
XLOC_004100,EOG7JXC08
RF55_6149,EOG7M9JBF
RF55_6148,EOG73RM5Z
RF55_22548,EOG74JK36
RF55_12427,EOG7CVZS4
RF55_12422,EOG78M7W1
XLOC_010355,EOG7XMBRS
RF55_4819,EOG7T215C
XLOC_021901,EOG7GFM01
RF55_8301,EOG7FFWM3
RF55_10571,EOG7J1HV7
RF55_19843,EOG7Z0TRH
RF55_7232,EOG7F8540
RF55_7545,EOG779XSW
RF55_7230,EOG7C5W3H
RF55_4491,EOG7068KT
RF55_7234,EOG7J1HTX
RF55_7235,EOG7M9J9C
RF55_7239,EOG7FJRV9
XLOC_010191,EOG7VTPGH
RF55_13179,EOG7N97Q4
RF55_19151,EOG7DRSXH
XLOC_007904,EOG7J1HTF
RF55_13170,EOG73NQXJ
RF55_13172,EOG7GBQRH
XLOC_012176,EOG7SV8Q0
RF55_10148,EOG71KFX2
RF55_10147,EOG7R5GNH
RF55_10146,EOG7DRSXQ
XLOC_013566,EOG7Z6K7D
RF55_8640,EOG7RC746
RF55_8647,EOG7WQHMB
RF55_8644,EOG796GB7
RF55_928,EOG7KHKDH
XLOC_010992,EOG77T903
RF55_924,EOG7D8FQX
RF55_920,EOG7PS99P
XLOC_012282,EOG796GBF
XLOC_022295,EOG7MSWHF
XLOC_022298,EOG7HXNKK
XLOC_003578,EOG7W1DZM
XLOC_003573,EOG75FD7B
XLOC_003577,EOG72G92H
RF55_11768,EOG77469G
RF55_11767,EOG7V4KT9
RF55_9069,EOG771B26
RF55_9064,EOG7772JM
RF55_17082,EOG7VTPGJ
RF55_8254,EOG7R8BVS
XLOC_024996,EOG7RZFJS
RF55_8250,EOG7RZFJF
RF55_16420,EOG7FVCJV
XLOC_011487,EOG7Q2X0K
RF55_16937,EOG77DT1Q
RF55_16429,EOG7FC1C7
RF55_14687,EOG7TFH43
RF55_14684,EOG7QVVXF
XLOC_015814,EOG7HF9D2
XLOC_008661,EOG7WX83G
RF55_16684,EOG71CQFP
RF55_16685,EOG7G7VJ9
XLOC_018859,EOG78HCP8
RF55_214,EOG7GNBGT
RF55_210,EOG7DZJDB
RF55_211,EOG7PKJSX
RF55_1273,EOG7FNN2G
RF55_1276,EOG7PPF2N
RF55_5198,EOG7X9R2C
RF55_7928,EOG78HCNG
RF55_5191,EOG767C4T
RF55_5190,EOG71S6DR
RF55_5194,EOG7QS0PK
RF55_5196,EOG7BSD4K
XLOC_008591,EOG7XWZH1
XLOC_012859,EOG7GNBGR
RF55_4578,EOG7S828W
RF55_7920,EOG78T0C4
RF55_4574,EOG7C8RCC
RF55_4575,EOG7BCX6K
RF55_4576,EOG7Q01S8
RF55_7921,EOG7GNBG3
RF55_1050,EOG722T4J
RF55_2509,EOG7QS0P6
RF55_5228,EOG7GR6QG
RF55_2506,EOG7P0BD4
RF55_5225,EOG7C30VC
RF55_5222,EOG771B28
XLOC_020738,EOG7ZH5Z9
RF55_15245,EOG7Q8NGN
XLOC_015105,EOG7F853Z
XLOC_010464,EOG7NKVDK
XLOC_010463,EOG7811GB
RF55_21174,EOG7RC74S
RF55_10967,EOG7XMBS3
XLOC_008840,EOG7Q8NGW
RF55_15300,EOG75XRG6
RF55_15301,EOG779XS3
RF55_15303,EOG7KQ9WW
XLOC_020629,EOG767C4Q
RF55_8817,EOG7M6P2S
RF55_8816,EOG7M6P2S
RF55_3102,EOG7QS0PM
RF55_3104,EOG7FRH9M
RF55_8812,EOG7R2MD6
RF55_3109,EOG7C5W40
RF55_6559,EOG78WVKV
RF55_6551,EOG7KHKD4
RF55_6084,EOG7JQMGZ
RF55_6082,EOG7ZWNWQ
RF55_6083,EOG764GXT
RF55_6080,EOG728JKH
RF55_6081,EOG7DCB0B
RF55_6088,EOG7J789H
RF55_4004,EOG7K176B
RF55_20424,EOG7C04NP
RF55_6338,EOG7PKJTN
RF55_6889,EOG7H7JXB
RF55_6886,EOG75XRF1
RF55_6884,EOG7VJ2SB
RF55_6883,EOG7094TW
RF55_6332,EOG7KX2C0
RF55_19307,EOG7RVK9C
XLOC_021577,EOG7DZJDZ
RF55_19302,EOG73ZBP1
XLOC_011901,EOG7N6CGN
RF55_15874,EOG7VQT73
RF55_15873,EOG7G7VHB
RF55_15871,EOG71PB4W
RF55_5302,EOG74JK3K
RF55_2465,EOG786RXJ
XLOC_025009,EOG7GNBFT
RF55_7937,EOG7068KX
RF55_7936,EOG7MWRRF
RF55_7686,EOG7SFSQX
RF55_7933,EOG7R8BVZ
XLOC_021718,EOG7X6VTR
RF55_7079,EOG7CP796
RF55_13096,EOG7FZ7S9
RF55_13097,EOG7S29RZ
RF55_4011,EOG7068K7
RF55_4017,EOG7CZV0Z
RF55_4016,EOG7K43F3
RF55_4015,EOG75XRF6
RF55_4014,EOG722T3S
RF55_4019,EOG7N6CGH
RF55_10685,EOG76F3N5
RF55_17650,EOG7P36MC
RF55_7064,EOG7M0XM0
RF55_13328,EOG7NWG4P
RF55_13329,EOG7V7G1H
RF55_13322,EOG72ZN87
RF55_13323,EOG7VXJQK
RF55_13327,EOG7TFH4J
RF55_18164,EOG72CDTT
XLOC_019739,EOG7107HC
XLOC_018466,EOG79KZ8D
XLOC_010611,EOG7X14CC
XLOC_018468,EOG7XHGHX
XLOC_007106,EOG74JK3N
XLOC_002998,EOG7JB4HR
RF55_5760,EOG7CGGTX
RF55_5766,EOG74JK3V
RF55_5767,EOG7RRQ30
RF55_5768,EOG7RRQ30
RF55_5769,EOG7KQ9W3
RF55_1426,EOG7VJ2S3
RF55_1421,EOG7VBB8R
RF55_1423,EOG7KX2CG
RF55_1429,EOG7DRSZB
RF55_9216,EOG7068KP
RF55_9217,EOG7PS998
RF55_9212,EOG783WPH
RF55_9211,EOG745344
RF55_12050,EOG7DG66H
RF55_12053,EOG7VTPGS
XLOC_022129,EOG72P1JK
RF55_8066,EOG7HBF55
RF55_16748,EOG7WX83B
RF55_5504,EOG790QV1
RF55_5502,EOG79D6SQ
RF55_5501,EOG7J4D27
RF55_16741,EOG7P36N6
RF55_16742,EOG754SJ0
RF55_8068,EOG72G92Q
XLOC_004744,EOG7JMR85
XLOC_014979,EOG7P62VS
XLOC_004299,EOG7MQ187
RF55_17428,EOG71KFXQ
XLOC_006672,EOG7D8FR3
XLOC_008123,EOG7B91XX
XLOC_008122,EOG7TJCBZ
RF55_20963,EOG72CDTG
XLOC_008438,EOG73VGDT
RF55_20632,EOG7J4D2Q
RF55_2478,EOG7P0BCH
XLOC_012338,EOG70KRJV
RF55_12442,EOG7CZV1F
XLOC_023528,EOG747ZCH
XLOC_011223,EOG70WC8H
XLOC_023522,EOG7M6P2Z
RF55_3359,EOG7KQ9W6
RF55_3355,EOG7V1QK3
RF55_11366,EOG7G241B
XLOC_025277,EOG7DCB00
XLOC_025270,EOG7PKJT1
RF55_10517,EOG7GFM0R
RF55_10514,EOG7FNN3H
RF55_10515,EOG7DK2GG
RF55_10512,EOG7WMNCG
RF55_10518,EOG738800
RF55_10519,EOG7BW8D3
XLOC_009528,EOG7CKC25
RF55_19796,EOG7JQMHF
XLOC_024355,EOG73880D
XLOC_005658,EOG7ZSSP7
RF55_7216,EOG70PMRZ
RF55_7217,EOG7WDWX1
RF55_5454,EOG7HBF4S
RF55_19172,EOG7D8FR4
RF55_19171,EOG72CDTT
XLOC_017475,EOG75TW6R
RF55_10165,EOG7TJCCM
RF55_10163,EOG7X9R2S
XLOC_013509,EOG7MDDJC
RF55_10168,EOG7VTPGB
RF55_8661,EOG761MPQ
RF55_8662,EOG7F2DNK
RF55_8663,EOG7RNTV5
RF55_8665,EOG72VS29
RF55_8667,EOG73C479
RF55_8668,EOG7H4PNP
RF55_8669,EOG7DK2FN
RF55_905,EOG7WB1PB
RF55_908,EOG7FRH9Z
RF55_909,EOG7TR3VH
XLOC_016575,EOG75N4R3
XLOC_024600,EOG70WC8D
XLOC_024605,EOG75N4QK
XLOC_003559,EOG7RNTTT
XLOC_003553,EOG7BW8DM
RF55_11743,EOG7K1771
RF55_275,EOG771B23
RF55_9049,EOG7TFH43
RF55_9048,EOG7MDDK0
XLOC_019695,EOG7MQ18S
RF55_8272,EOG7GV2Z9
RF55_12200,EOG7HN1W0
XLOC_023896,EOG78DHFB
RF55_16913,EOG7F58WH
XLOC_018871,EOG76TKKG
XLOC_015833,EOG789N59
XLOC_015839,EOG7RJZKG
XLOC_003166,EOG7D2Q82
RF55_16598,EOG73NQZC
RF55_277,EOG7GXZ5R
RF55_270,EOG7JHW0F
RF55_271,EOG7JHW0F
RF55_272,EOG7JHW0F
RF55_273,EOG7P0BC5
RF55_279,EOG74Z21W
RF55_1218,EOG78DHDF
RF55_1219,EOG7CKC26
RF55_1217,EOG7DRSXK
RF55_1214,EOG7W4963
RF55_1215,EOG74BTMB
RF55_1213,EOG70WC7C
RF55_2742,EOG7ZD9Q4
RF55_8583,EOG764GWQ
RF55_2746,EOG7X40K4
RF55_2749,EOG74FPVV
XLOC_015472,EOG7ZH5Z2
RF55_4596,EOG79SPR9
RF55_4595,EOG7133R7
RF55_4599,EOG78DHF1
RF55_2296,EOG7CP79J
RF55_2295,EOG7CP79J
RF55_2294,EOG735CRQ
RF55_2293,EOG7DG66Z
RF55_2292,EOG7FFWKR
RF55_5243,EOG7ND3Z9
RF55_2290,EOG790QV3
RF55_5249,EOG7SBXHD
RF55_2568,EOG71CQF6
RF55_2299,EOG7D2Q86
RF55_15266,EOG7SV8PH
RF55_15265,EOG7RG3BM
RF55_13632,EOG7T215K
XLOC_020819,EOG7GR6QS
RF55_13631,EOG7FNN2S
XLOC_009956,EOG7V1QJZ
XLOC_010401,EOG7387ZV
RF55_7530,EOG7KQ9W8
XLOC_003833,EOG793M33
RF55_10986,EOG7P36MW
RF55_7536,EOG799BKP
RF55_13985,EOG7SNJ6T
RF55_13989,EOG7NPQNN
RF55_1433,EOG71PB5F
RF55_8876,EOG7CKC20
RF55_3167,EOG7C8RBZ
RF55_3164,EOG7SRDG1
RF55_3165,EOG7MH8SK
RF55_3160,EOG7G5095
RF55_3161,EOG7KQ9W4
RF55_3168,EOG7Z9FFT
RF55_6539,EOG76TKM4
RF55_12851,EOG75TW5Z
RF55_12853,EOG7PW5JB
RF55_12858,EOG7KMFNK
XLOC_003762,EOG75XRDX
XLOC_009774,EOG73C47V
XLOC_009770,EOG7WTCVS
RF55_11173,EOG7QZR5B
RF55_11176,EOG73JVQF
RF55_11175,EOG7772K5
RF55_11174,EOG76B7D9
XLOC_001545,EOG7P62VV
RF55_12066,EOG7F58X2
RF55_8057,EOG700J3W
RF55_5536,EOG7S561R
RF55_3930,EOG7CS3HZ
RF55_25,EOG7R8BWR
RF55_27,EOG7Q01RH
RF55_7916,EOG7F58W5
RF55_7915,EOG7F58W5
RF55_7666,EOG7WTCVD
RF55_7919,EOG700J3T
RF55_7918,EOG7N97PR
RF55_19584,EOG7772JS
RF55_17639,EOG7J1HT9
RF55_17981,EOG70PMRR
RF55_7005,EOG7NKVDX
RF55_7004,EOG73JVQ7
RF55_7001,EOG7068KP
RF55_7002,EOG7V1QJV
RF55_10465,EOG7KQ9VP
RF55_2564,EOG732HGV
RF55_14721,EOG71S6D3
RF55_14722,EOG7Z9FFR
RF55_4299,EOG7DRSX8
RF55_4295,EOG7DRSX5
RF55_4297,EOG7VJ2RR
RF55_4296,EOG7RC740
RF55_4290,EOG7N6CGC
XLOC_002171,EOG7NWG55
RF55_2563,EOG76HZWB
XLOC_022555,EOG7MDDJ7
RF55_11054,EOG7Z3PZV
RF55_2569,EOG7FRH9P
RF55_2431,EOG7Z3Q03
RF55_24648,EOG7CVZS8
RF55_9185,EOG7CVZRX
RF55_9182,EOG7PKJT1
RF55_9181,EOG7C30VM
RF55_5742,EOG7F2DNV
RF55_5743,EOG7R2MDK
RF55_5744,EOG7XMBSK
RF55_5746,EOG7D2Q7T
