gene,NCBI_GeneID,NCBI_TranscriptID,CG_OE,GC_OE,Gene_body_methylation
GB44582,LOC411114,XM_006567659.2,1.665524512,1.056888394,0.00312431
GB44582,LOC411114,XM_006567660.2,1.669573636,1.056848336,0.00312233
GB44582,LOC411114,XM_006567662.2,1.68623067,1.01998067,0.00313728
GB44582,LOC411114,XM_006567663.2,1.689386889,1.021889829,0.00313728
GB44582,LOC411114,XM_006567664.2,1.656663015,1.053877195,0.00313728
GB44582,LOC411114,XM_006567665.2,1.657137085,1.069748118,0.0029243
NA,LOC726337,XM_006567666.2,0.913714084,0.94634673,NA
NA,LOC102655661,XM_006567670.2,1.312379856,1.099561501,NA
GB44526,LOC551919,XM_006567675.2,1.443979469,1.017744565,0.0041454
GB44526,LOC551919,XM_006567676.2,1.333799208,1.016227968,0.00388311
GB44590,LOC726101,XM_006567678.2,1.404382833,0.817176657,0.00339317
GB44523,LOC409686,XM_006567679.2,0.939570202,0.992908248,0.00472678
GB44523,LOC409686,XM_006567680.2,0.939570202,0.992908248,0.00472678
GB44592,LOC411631,XM_006567684.2,0.548000741,1.038317194,0.18727844
GB44592,LOC411631,XM_006567685.2,0.507605422,0.969064896,0.23605749
GB44592,LOC411631,XM_006567686.2,0.506373626,0.928351648,0.2457922
GB44594,LOC726002,XM_006567688.2,0.368458781,1.007120669,0.33951847
GB44594,LOC726002,XM_006567689.2,0.366884791,0.986793575,0.33951847
GB44594,LOC726002,XM_006567690.2,0.377335437,1.031383527,0.33951847
GB44520,LOC552106,XM_006567692.2,1.176587302,1.353075397,0.14049645
GB44596,LOC409510,XM_006567694.2,1.174592391,1.106827446,0.02078588
GB44598,LOC552236,XM_006567695.2,0.35743694,1.169793621,0.65795099
GB44517,LOC413926,XM_006567696.2,0.57337884,1.102651615,0.44578977
GB44517,LOC413926,XM_006567697.2,0.537971344,1.120773633,0.44578977
GB44518,LOC726139,XM_006567698.2,0.737189092,0.875412047,0.62434689
GB44518,LOC726139,XM_006567699.2,0.745173892,0.838320628,0.62434689
GB44516,LOC726216,XM_006567700.2,0.353381375,1.107261641,0.57543811
GB44515,LOC413966,XM_006567701.2,0.660363883,1.198438159,0.42975069
GB44515,LOC413966,XM_006567702.2,0.67782733,1.210405946,0.42975069
GB44509,LOC100578746,XM_006567705.2,0.460526316,0.837320574,0.0828464
NA,LOC102654186,XM_006567707.2,0.517373056,0.862288427,NA
GB44512,LOC413935,XM_006567708.2,0.468839052,1.529895853,0.26458889
GB44606,LOC409444,XM_006567711.2,0.943079522,0.943079522,0.03705057
GB44606,LOC409444,XM_006567712.2,0.961816329,0.986478286,0.02761404
GB44606,LOC409444,XM_006567713.2,0.931255433,0.969526205,0.03888953
GB44606,LOC409444,XM_006567714.2,0.932322818,0.970637454,0.03888953
GB44606,LOC409444,XM_006567715.2,0.933873341,0.971228275,0.0385668
GB44606,LOC409444,XM_006567716.2,0.923143684,0.961608004,0.03872749
GB44606,LOC409444,XM_006567717.2,1.080564534,1.057573799,0.05600317
GB44606,LOC409444,XM_006567718.2,0.941590961,0.980823917,0.04472525
NA,LOC102654715,XM_006567719.2,1.400483156,1.000345111,NA
NA,LOC102654715,XM_006567720.2,0.958880525,1.349535554,NA
GB44611,LOC411603,XM_006567722.2,0.485697119,1.110164842,0.36665264
GB44612,LOC727420,XM_006567723.2,0.673853428,1.05891253,0.57309374
NA,LOC409060,XM_006567725.2,1.418953999,0.831306383,NA
NA,LOC409060,XM_006567726.2,1.460532338,0.858834156,NA
NA,LOC409060,XM_006567727.2,1.441887647,0.819490102,NA
NA,LOC409060,XM_006567728.2,1.489041931,0.848472949,NA
NA,LOC409060,XM_006567729.2,1.486040462,0.859739884,NA
GB44499,LOC727431,XM_006567730.2,1.336270551,0.926128105,0.00523206
GB44496,LOC551890,XM_006567735.2,0.41115041,1.330192504,0.34256317
GB44496,LOC551890,XM_006567736.2,0.422154294,1.340960699,0.34256317
GB44615,LOC413001,XM_006567738.2,0.502517564,1.157313179,0.31010828
GB44615,LOC413001,XM_006567739.2,0.536080757,1.133427887,0.31010828
GB44495,LOC725511,XM_006567740.1,1.126059981,1.173473033,0.00283046
GB44616,LOC412641,XM_006567744.2,1.48669004,0.917023763,0.0030115
GB44494,LOC411657,XM_006567745.2,1.586704102,1.019476549,0.00280735
GB44493,LOC551758,XM_006567746.2,1.547633624,0.912707009,0.00323015
NA,LOC102656021,XM_006567748.2,0.79120355,1.032960191,NA
NA,LOC102656021,XM_006567749.2,0.758298144,1.052563095,NA
NA,LOC102656021,XM_006567750.2,0.764267181,0.995863296,NA
GB44491,LOC725299,XM_006567752.2,1.152380952,1.106285714,0.03945334
GB44621,LOC551854,XM_006567754.1,0.501550348,1.234585472,0.3672889
GB44626,LOC725128,XM_006567755.2,1.362356905,0.93801623,0.00304312
NA,LOC102656464,XM_006567756.2,1.485103132,1.299465241,NA
GB44629,LOC100578865,XM_006567757.2,1.403861794,1.110859786,0.00328724
GB44629,LOC100578865,XM_006567760.2,1.358015283,1.104778826,0.00320644
GB44629,LOC100578865,XM_006567761.2,1.411598439,1.113879495,0.00328724
GB44629,LOC100578865,XM_006567762.2,1.350383141,1.103006919,0.00324065
GB44486,LOC408846,XM_006567763.2,1.170907318,1.138382115,0.05827056
GB44485,LOC408845,XM_006567768.2,1.041633846,0.990822438,0.00353762
GB44485,LOC408845,XM_006567769.2,1.037648372,0.978720193,0.00353762
GB44485,LOC408845,XM_006567770.2,1.038453802,0.976915799,0.00353762
GB44485,LOC408845,XM_006567771.2,1.041932081,0.982534528,0.00357528
NA,LOC102653871,XM_006567773.2,1.521808964,0.798949706,NA
GB44634,LOC408844,XM_006567774.2,1.454268101,0.986716353,0.00325116
GB44483,LOC724743,XM_006567775.2,1.290715373,1.071537291,0.06228671
GB44483,LOC724743,XM_006567776.2,1.288896998,1.082187102,0.06228671
GB44483,LOC724743,XM_006567777.2,1.343530384,1.085159157,0.06228671
GB44483,LOC724743,XM_006567778.2,1.299994237,1.077138082,0.06228671
GB44483,LOC724743,XM_006567779.2,1.311654928,1.074307845,0.06228671
GB44483,LOC724743,XM_006567780.2,1.354253167,1.091291387,0.06228671
GB44483,LOC724743,XM_006567781.2,1.321511768,1.080081733,0.06228671
GB44482,LOC411113,XM_006567782.2,1.274897889,1.035493986,0.00412815
GB44482,LOC411113,XM_006567783.2,1.280702417,1.03911537,0.00412815
GB44482,LOC411113,XM_006567784.2,0.965189667,0.938001226,0.00417499
GB44482,LOC411113,XM_006567785.2,0.96644,0.850330601,0.00597761
GB44482,LOC411113,XM_006567786.2,1.038598714,0.874609443,0.00455273
NA,LOC102654740,XM_006567787.2,1.111448469,0.980689826,NA
GB44479,LOC100579007,XM_006567789.2,1.20781625,0.850850314,0.00343678
GB44638,LOC100576965,XM_006567792.2,1.338299282,0.856339412,0.0034582
GB44638,LOC100576965,XM_006567793.2,1.329107667,0.881456821,0.00341696
GB44469,LOC100577335,XM_006567796.2,1.162732295,0.959254144,0.00109756
GB44647,LOC100577376,XM_006567797.2,1.170397909,0.981142077,0.00375458
GB44648,LOC408841,XM_006567798.2,1.303908689,0.973466076,0.00363895
GB44648,LOC408841,XM_006567799.2,1.30000102,0.98512188,0.00363895
GB44648,LOC408841,XM_006567800.2,1.273008015,0.969006101,0.00382257
NA,LOC724133,XM_006567801.2,0.47426087,1.159304348,NA
GB44650,LOC411829,XM_006567806.2,0.711990907,1.078560483,0.17480993
GB44653,LOC411828,XM_006567807.2,0.63445401,1.0720085,0.15316034
GB44653,LOC411828,XM_006567808.2,0.845422454,1.16038376,0.22977868
GB44653,LOC411828,XM_006567809.2,0.677455523,1.083928836,0.20477135
GB44653,LOC411828,XM_006567810.2,0.630691861,1.062217872,0.15316034
GB44653,LOC411828,XM_006567811.2,0.844421601,1.153764167,0.22977868
GB44653,LOC411828,XM_006567812.2,0.679705882,1.069701061,0.20477135
GB44651,LOC552805,XM_006567813.1,1.00964681,1.027054514,0.09290525
NA,LOC102656501,XM_006567816.2,0.631257631,1.047313797,NA
GB44659,LOC100577941,XM_006567817.2,0.574404111,1.367628836,0.34266844
GB44659,LOC100577941,XM_006567818.2,0.396132252,1.32044084,0.54712008
GB44658,LOC411099,XM_006567820.2,1.484429066,0.867011667,0.0038199
GB44658,LOC411099,XM_006567821.2,1.436921151,0.879974969,0.0038199
GB44661,LOC408839,XM_006567825.2,1.407523619,1.137818494,0.00312362
GB44661,LOC408839,XM_006567826.2,1.385611168,1.14656004,0.00313558
GB44661,LOC408839,XM_006567827.2,1.37616111,1.150560928,0.00328677
GB44661,LOC408839,XM_006567828.2,1.373469465,1.140969932,0.00313558
GB44661,LOC408839,XM_006567829.2,1.37666124,1.154032855,0.00328677
GB44661,LOC408839,XM_006567830.2,1.350877193,1.109356725,0.00318034
GB44661,LOC408839,XM_006567832.2,1.384130226,1.133284619,0.00323124
GB44662,LOC726682,XM_006567833.2,0.868279666,1.075911759,0.08298111
GB44449,LOC411103,XM_006567834.1,0.905575977,0.934788105,0.48454191
GB44444,LOC411106,XM_006567836.2,0.147749511,1.181996086,0.85494492
GB44444,LOC411106,XM_006567837.2,0.146984704,1.17587763,0.85494492
GB44443,LOC411524,XM_006567839.2,0.281969985,1.198372437,0.62220443
GB44679,LOC413318,XM_006567844.2,0.80091955,1.065885417,0.10938493
GB44679,LOC413318,XM_006567845.2,0.642099649,1.097542424,0.15129525
GB44679,LOC413318,XM_006567846.2,0.834611585,1.061056589,0.10938493
GB44433,LOC411756,XM_006567851.2,0.680351522,1.12258001,0.28925761
GB44433,LOC411756,XM_006567852.2,0.680669541,1.123104743,0.28604363
GB44433,LOC411756,XM_006567853.2,0.680672269,1.123109244,0.28925761
GB44433,LOC411756,XM_006567854.2,0.680553912,1.122913954,0.28925761
GB44433,LOC411756,XM_006567855.2,0.673808135,1.12585663,0.28925761
GB44433,LOC411756,XM_006567856.2,0.680848261,1.123399631,0.28925761
GB44433,LOC411756,XM_006567857.2,0.681170886,1.123931962,0.28925761
GB44433,LOC411756,XM_006567858.2,0.674819965,1.127547283,0.28925761
GB44433,LOC411756,XM_006567859.2,0.680237316,1.097449536,0.28925761
GB44433,LOC411756,XM_006567861.2,0.673382775,1.101071835,0.28925761
GB44430,LOC409155,XM_006567862.2,0.742660224,1.129462424,0.2530275
NA,LOC102656249,XM_006567863.2,0.769059739,0.967526768,NA
GB44429,LOC412593,XM_006567864.2,0.697779821,1.198749948,0.2806177
GB44426,LOC551927,XM_006567867.2,0.412781955,1.146616541,0.5501024
GB44426,LOC551927,XM_006567868.2,0.371753247,1.032647908,0.5501024
GB44687,LOC551903,XM_006567869.2,0.508001586,1.324432707,0.48936249
GB44687,LOC551903,XM_006567870.2,0.508009605,1.335877109,0.50623706
GB44688,LOC413451,XM_006567871.2,0.728097119,1.264589732,0.32883208
GB44689,LOC100576667,XM_006567872.2,0.491343512,1.474030536,0.45163026
GB44689,LOC100576667,XM_006567873.2,0.467086835,1.453159041,0.45163026
GB44689,LOC100576667,XM_006567874.2,0.491718014,1.475154043,0.45163026
GB44690,LOC410056,XM_006567875.2,0.780201548,1.12208762,0.24900288
GB44690,LOC410056,XM_006567876.2,0.777239399,1.091836299,0.24900288
GB44425,LOC100576859,XM_006567877.2,1.316993848,1.212470527,0.00176884
GB44424,LOC100576826,XM_006567878.2,1.039164205,1.280398753,0.00500029
GB44424,LOC100576826,XM_006567879.2,1.074122295,1.253142678,0.00500029
GB44422,LOC412543,XM_006567880.2,0.771935657,1.150621074,0.10462136
GB44421,LOC725934,XM_006567882.2,0.537310333,1.144704622,0.39854758
GB44419,LOC725834,XM_006567887.2,1.255598303,0.897898787,0.00551688
GB44419,LOC725834,XM_006567888.2,1.27509304,0.925219949,0.00749865
GB44419,LOC725834,XM_006567889.2,1.290204661,0.926097824,0.00744082
GB44419,LOC725834,XM_006567892.2,1.253657981,1.062259816,0.00525997
GB44419,LOC725834,XM_006567893.2,1.275722129,0.992228323,0.0050449
GB44419,LOC725834,XM_006567894.2,1.199237651,0.914172964,0.0049046
GB44695,LOC725796,XM_006567895.2,0.431672643,1.048347848,0.55976733
GB44695,LOC725796,XM_006567896.2,0.39968652,1.065830721,0.48979642
GB44418,LOC413766,XM_006567898.2,0.625565883,1.188575177,0.43170479
GB44418,LOC413766,XM_006567899.2,0.59928071,1.154170255,0.43170479
NA,LOC725733,XM_006567900.2,1.027644231,1.10104739,NA
NA,LOC725733,XM_006567901.2,1.038670166,1.112860892,NA
GB44415,LOC412378,XM_006567904.2,0.358216545,1.563126742,0.46476456
GB44415,LOC412378,XM_006567905.2,0.333766549,1.456435849,0.46476456
GB44415,LOC412378,XM_006567906.2,0.307893124,1.573675966,0.51124102
GB44415,LOC412378,XM_006567907.2,0.275270912,1.513990016,0.46476456
GB44414,LOC552382,XM_006567908.1,0.313264427,0.987987809,0.61690447
GB44702,LOC725628,XM_006567909.2,0.613385315,1.22677063,0.40211168
GB44707,LOC409333,XM_006567910.2,0.636227152,1.388131967,0.12697628
GB44410,LOC411419,XM_006567911.2,0.344293289,0.877947887,0.51934091
GB44709,LOC552512,XM_006567913.2,1.349842539,0.80178617,0.00336343
GB44709,LOC552512,XM_006567914.2,1.3611506,0.808119397,0.0033428
GB44709,LOC552512,XM_006567915.2,1.364511791,0.793320809,0.00336343
GB44709,LOC552512,XM_006567916.2,1.343252995,0.807253819,0.00336519
GB44709,LOC552512,XM_006567917.2,1.337838108,0.804451673,0.00316744
GB44709,LOC552512,XM_006567918.2,1.333433108,0.805384722,0.00327076
GB44708,LOC100577955,XM_006567922.2,1.482601945,1.001073108,0.00274967
GB44649,LOC724524,XM_006567929.2,0.742213115,1.024960968,0.03667028
GB44686,LOC726074,XM_006567932.1,0.891480028,1.287693373,0.14985662
GB43015,LOC408602,XM_006567934.2,1.261217636,1.213387027,0.00366276
GB43015,LOC408602,XM_006567935.2,1.261067249,1.215668828,0.00366276
GB43015,LOC408602,XM_006567936.2,1.26323572,1.209317122,0.00366276
GB43015,LOC408602,XM_006567937.2,1.257993545,1.206959324,0.00366831
GB43015,LOC408602,XM_006567938.2,1.289704976,1.244868607,0.00406031
GB43015,LOC408602,XM_006567939.2,1.296220886,1.214084117,0.00421974
GB43015,LOC408602,XM_006567940.2,1.256839157,1.215715586,0.0036813
GB43016,LOC408601,XM_006567941.2,0.996350365,1.328467153,0.16260285
GB43004,LOC410732,XM_006567943.2,1.566981439,1.062822193,0.00341156
NA,LOC102653881,XM_006567945.2,1.272761194,1.025279851,NA
GB49165,LOC410094,XM_006567946.2,0.949885631,1.068621335,0.10937855
GB49165,LOC410094,XM_006567947.2,0.906661613,1.076660665,0.10937855
GB49165,LOC410094,XM_006567948.2,0.838833298,1.048541622,0.12420953
GB49165,LOC410094,XM_006567949.2,0.7935,1.058,0.04856186
GB49164,LOC412002,XM_006567951.2,0.642269005,1.063429009,0.12130416
GB49164,LOC412002,XM_006567952.2,0.656335795,1.074004028,0.12130416
GB49171,LOC551168,XM_006567953.2,0.929594931,1.011618013,0.01157188
GB49171,LOC551168,XM_006567954.2,0.92986715,1.011914251,0.01157188
GB49171,LOC551168,XM_006567955.2,0.92986715,1.011914251,0.01157188
GB49171,LOC551168,XM_006567956.2,0.934099541,1.004745725,0.01157188
GB49171,LOC551168,XM_006567957.2,0.933574536,1.005387961,0.01157188
GB49173,LOC412177,XM_006567958.2,0.378967868,1.299318403,0.31967521
GB49172,LOC412256,XM_006567959.2,0.591615744,1.013607394,0.17113108
GB49172,LOC412256,XM_006567960.2,0.687310756,1.025332439,0.20603588
GB49172,LOC412256,XM_006567961.2,0.690229345,1.022142909,0.20603588
GB49161,LOC409404,XM_006567962.2,0.547050011,1.154883356,0.17980907
GB49174,LOC412265,XM_006567963.2,0.749284128,1.043645749,0.17503117
GB49174,LOC412265,XM_006567964.2,0.736638655,0.953297084,0.17503117
GB49156,LOC551478,XM_006567965.1,0.379531414,1.06958853,0.67190218
GB49156,LOC551478,XM_006567966.2,0.342348285,1.041929563,0.57226449
NA,LOC102655282,XM_006567967.2,1.035897436,1.067288267,NA
GB49155,LOC551538,XM_006567968.2,0.596017604,1.192035208,0.34867825
GB49184,LOC410926,XM_006567969.2,1.126298332,0.947565851,0.00319484
GB49188,LOC552021,XM_006567971.2,1.020176515,1.327326433,0.07169377
GB49152,LOC413791,XM_006567974.2,1.258177391,1.1687335,0.01025364
GB49152,LOC413791,XM_006567975.2,1.266721592,1.176670294,0.01025364
GB49152,LOC413791,XM_006567976.2,1.289929842,1.172099712,0.01025364
GB49190,LOC413288,XM_006567984.2,1.359777709,1.027304588,0.03639111
GB49190,LOC413288,XM_006567985.2,1.358927564,1.025746977,0.03639111
GB49190,LOC413288,XM_006567986.2,1.354242406,1.023289908,0.03639111
GB49190,LOC413288,XM_006567987.2,1.369564695,1.021905964,0.03621402
GB49149,LOC413289,XM_006567988.2,1.302225651,1.106125788,0.00336567
GB49149,LOC413289,XM_006567989.2,1.30253937,1.110488381,0.00336567
GB49149,LOC413289,XM_006567990.2,1.357786387,1.098209578,0.00342223
GB49193,LOC551826,XM_006567992.2,1.039093488,1.133834365,0.09245162
GB49193,LOC551826,XM_006567993.2,1.060573176,1.117901456,0.09245162
GB49193,LOC551826,XM_006567995.2,1.060788797,1.118475197,0.09245162
GB49193,LOC551826,XM_006567996.2,1.047084791,1.130727658,0.09245162
NA,LOC100578771,XM_006567997.2,1.621882927,0.997001626,NA
NA,LOC100578771,XM_006567998.2,1.431951952,0.972852853,NA
NA,LOC100578771,XM_006567999.2,1.619074963,0.995802743,NA
NA,LOC100578771,XM_006568000.2,1.641045319,1.012717156,NA
NA,LOC100578771,XM_006568001.2,1.572783585,1.016260163,NA
GB54805,LOC411459,XM_006568007.2,0.768034656,1.098217779,0.18573358
GB54805,LOC411459,XM_006568008.2,0.731570232,1.068092539,0.18573358
GB54805,LOC411459,XM_006568009.2,0.701407051,1.074495908,0.18573358
GB54805,LOC411459,XM_006568010.2,0.751105563,1.1057943,0.17009925
GB54809,LOC412655,XM_006568011.2,1.099991342,0.940682251,0.06402725
GB54802,LOC409245,XM_006568013.2,1.229214311,0.971475826,0.00426764
GB54802,LOC409245,XM_006568017.2,1.226278278,0.98826646,0.00426764
GB54802,LOC409245,XM_006568018.2,1.198248271,0.977942535,0.00426764
GB54811,LOC412612,XM_006568019.2,0.829248816,1.199764245,0.23746744
GB54811,LOC412612,XM_006568020.2,0.849116424,1.182103257,0.23746744
GB54798,LOC410099,XM_006568021.2,0.769833904,1.254223777,0.18754099
GB54798,LOC410099,XM_006568022.2,0.782546608,1.236928509,0.17289021
GB54816,LOC552560,XM_006568024.2,0.99001996,1.131451383,0.29828186
GB54816,LOC552560,XM_006568025.2,1.014396193,1.159309935,0.29828186
GB54797,LOC552582,XM_006568026.2,0.994512195,0.976753049,0.14510284
GB54797,LOC552582,XM_006568027.2,1.025587101,0.971608833,0.14510284
GB54797,LOC552582,XM_006568028.2,0.98415786,0.98415786,0.14510284
GB54797,LOC552582,XM_006568029.2,1.015321615,0.979060129,0.14510284
GB54817,LOC408972,XM_006568030.2,1.100797679,0.981145758,0.0019277
NA,LOC102655689,XM_006568037.2,0.545634921,1.545965608,NA
GB40289,LOC550956,XM_006568039.2,0.681293074,1.414993307,0.42834081
GB40289,LOC550956,XM_006568040.2,0.452119309,1.476923077,0.41304292
GB40282,LOC409714,XM_006568041.2,1.330816449,0.68346732,0.00299327
GB40282,LOC409714,XM_006568042.2,1.363464722,0.693834119,0.00317299
GB40280,LOC412876,XM_006568043.2,1.407929403,1.031765058,0.00326878
GB40280,LOC412876,XM_006568044.2,1.420972363,1.019629024,0.00326878
GB40279,LOC100577322,XM_006568046.2,1.251819505,0.818859376,0.00360525
GB40278,LOC409736,XM_006568047.2,1.287584331,1.030067465,0.00258674
GB40278,LOC409736,XM_006568051.2,1.331340415,1.011405897,0.00280267
NA,LOC102656428,XM_006568052.2,1.75762951,0.900249261,NA
GB48059,LOC406084,XM_006568053.2,1.06810517,0.921980032,0.00428166
GB48055,LOC408973,XM_006568054.2,0.951787627,0.927382816,0.00527301
GB48055,LOC408973,XM_006568055.2,1.171313668,0.88371433,0.00507984
GB48063,LOC100577889,XM_006568057.2,1.319585767,0.872074072,0.00217325
GB48052,LOC725263,XM_006568058.2,1.442079425,0.969266499,0.0038561
GB48052,LOC725263,XM_006568059.2,1.46828468,1.008699638,0.00331021
GB48052,LOC725263,XM_006568060.2,1.439415543,1.02815396,0.00343599
GB48066,LOC413048,XM_006568065.1,1.240188536,0.893665268,0.00338324
GB48046,LOC413047,XM_006568066.2,1.283758747,0.926348641,0.00279937
GB41543,LOC726240,XM_006568067.2,1.610891855,0.852041973,0.0031007
GB41543,LOC726240,XM_006568069.2,1.603485942,0.84393997,0.0031007
GB41543,LOC726240,XM_006568070.2,1.614807319,0.847773843,0.0031007
GB41543,LOC726240,XM_006568071.2,1.482947233,0.876287001,0.0031007
GB41544,LOC100578220,XM_006568072.2,1.160447796,0.893360605,0.00351548
GB41544,LOC100578220,XM_006568073.2,1.125388065,0.888237323,0.00315085
GB41547,LOC410078,XM_006568074.2,1.390888639,0.90534206,0.00388106
GB41547,LOC410078,XM_006568075.2,1.392553506,0.913232553,0.00387251
GB41547,LOC410078,XM_006568077.2,1.334986137,0.884285689,0.00390371
GB41547,LOC410078,XM_006568078.2,1.330471412,0.875461708,0.00390371
GB41547,LOC410078,XM_006568079.2,1.353203015,0.884561278,0.00390371
GB41547,LOC410078,XM_006568080.2,1.372563789,0.871763487,0.00390371
GB41058,LOC100578747,XM_006568085.2,1.46588051,0.870820105,0.00314576
GB41058,LOC100578747,XM_006568086.2,1.472542719,0.878121805,0.00314969
GB41058,LOC100578747,XM_006568088.2,1.300233645,0.785046729,0.00311757
GB41047,LOC409608,XM_006568089.2,1.543207664,0.898367319,0.00313186
GB41063,LOC413468,XM_006568094.2,0.724473865,1.126959346,0.23554132
GB41063,LOC413468,XM_006568096.2,0.796118644,1.123932203,0.18325384
GB41043,LOC413467,XM_006568098.2,1.217353404,1.315527066,0.00213531
GB41043,LOC413467,XM_006568099.2,1.212626228,1.335944149,0.00213531
GB41043,LOC413467,XM_006568100.2,1.056476729,1.546063506,0.00244551
GB41045,LOC409606,XM_006568101.2,0.871104312,1.08137087,0.1423194
GB41045,LOC409606,XM_006568102.2,0.879437942,1.091716066,0.1423194
GB41045,LOC409606,XM_006568103.2,0.815700526,1.10119571,0.1234524
GB41065,LOC409924,XM_006568105.2,1.299561474,1.170597358,0.00724508
GB41037,LOC551728,XM_006568106.2,0.820272606,1.140378989,0.1059788
GB41069,LOC409927,XM_006568107.2,0.830935458,1.176380536,0.14930223
NA,LOC100576288,XM_006568108.2,1.373321123,1.123626374,NA
GB41073,LOC551581,XM_006568109.2,1.028081373,1.273593343,0.00184395
GB41073,LOC551581,XM_006568110.2,0.974049932,1.252349913,0.00185629
GB41073,LOC551581,XM_006568111.2,1.027267466,1.264329189,0.00185629
GB41073,LOC551581,XM_006568112.2,1.019736842,1.282894737,0.00186194
GB41074,LOC409078,XM_006568114.2,1.335484463,0.924566167,0.00339357
GB41032,LOC412114,XM_006568119.2,0.66423055,1.011441974,0.1911618
NA,LOC102654365,XM_006568120.2,0.422357716,1.332051259,NA
NA,LOC102654365,XM_006568122.2,0.452826748,1.28881459,NA
GB41030,LOC409340,XM_006568123.2,0.408433364,1.331847926,0.56587628
GB41029,LOC411573,XM_006568124.2,0.42146145,1.34867664,0.48436057
GB41029,LOC411573,XM_006568126.2,0.442130557,1.32639167,0.48436057
GB41079,LOC409113,XM_006568128.2,0.673095238,1.407380952,0.52840596
GB41079,LOC409113,XM_006568129.2,0.683429686,1.428989343,0.52840596
GB41082,LOC412588,XM_006568130.2,0.622746657,1.216528354,0.21943973
GB41082,LOC412588,XM_006568131.2,0.622338087,1.229858601,0.21943973
GB41082,LOC412588,XM_006568132.2,0.6229113,1.230991379,0.21943973
GB41082,LOC412588,XM_006568133.2,0.507252511,1.259949785,0.29917308
GB41082,LOC412588,XM_006568135.2,0.559656218,1.199263325,0.21943973
GB41083,LOC410157,XM_006568137.2,1.259380379,1.119449225,0.01923126
GB41083,LOC410157,XM_006568138.2,1.224682274,1.056588629,0.01923126
GB41024,LOC412410,XM_006568140.2,0.480290922,1.216737003,0.47149028
GB41085,LOC727267,XM_006568141.2,0.7593361,1.410195614,0.4133479
NA,LOC102655493,XM_006568143.2,1.299170803,1.026344934,NA
GB49785,LOC406113,XM_006568148.2,1.217358089,1.003786495,0.00508405
GB49757,LOC408689,XM_006568149.2,1.301477949,1.301477949,0.00238394
GB49757,LOC408689,XM_006568150.2,1.236119293,1.076620029,0.0030447
NA,LOC102655971,XM_006568151.2,0.527944601,1.126281816,NA
GB49784,LOC551395,XM_006568152.2,0.220411456,1.432674466,0.29569767
GB49781,LOC725929,XM_006568153.2,1.822529983,1.231439178,0.17063696
GB49780,LOC725892,XM_006568154.2,1.176028714,1.150462872,0.00472835
GB49780,LOC725892,XM_006568155.2,1.292690034,1.13932003,0.00472835
GB49780,LOC725892,XM_006568156.2,1.175891555,1.16296967,0.00472835
GB49780,LOC725892,XM_006568157.2,1.190298124,1.164137725,0.00472835
GB49780,LOC725892,XM_006568158.2,1.152832456,1.152832456,0.00472835
GB49780,LOC725892,XM_006568159.2,1.170954644,1.133583751,0.00472835
GB49780,LOC725892,XM_006568160.2,1.202264702,1.202264702,0.00472835
NA,LOC102656357,XM_006568162.2,1.03993497,1.423068907,NA
GB49778,LOC410853,XM_006568166.2,1.620463744,0.963298347,0.00345966
GB49778,LOC410853,XM_006568167.2,1.613767835,0.991675256,0.00347135
GB49778,LOC410853,XM_006568168.2,1.622362083,0.964100314,0.00345966
GB49778,LOC410853,XM_006568169.2,1.612964798,0.98829057,0.00347022
GB49778,LOC410853,XM_006568171.2,1.621267845,0.986448267,0.00371621
GB49789,LOC410856,XM_006568172.2,0.700460829,1.138248848,0.00520171
GB49789,LOC410856,XM_006568173.2,0.597943723,1.057900433,0.33359694
GB49776,LOC410855,XM_006568174.2,0.400309239,1.04080402,0.54493389
GB49775,LOC410857,XM_006568175.2,1.934265734,0.501476301,0.00349605
NA,LOC102653640,XM_006568176.2,1.24009893,0.979025471,NA
GB49792,LOC100577496,XM_006568182.2,1.55457437,0.902656086,0.00279448
GB49794,LOC100577530,XM_006568184.2,1.431847995,0.931524098,0.00343017
GB49772,LOC100578072,XM_006568187.2,1.601872737,0.91850501,0.00321254
GB49771,LOC725143,XM_006568188.2,0.958083832,1.149700599,0.09945927
GB49799,LOC410860,XM_006568189.2,1.69367859,0.935591012,0.00392998
GB49767,LOC408688,XM_006568190.2,1.336408015,0.83301572,0.00352073
GB49767,LOC408688,XM_006568191.2,1.336931393,0.833341954,0.00352073
GB49767,LOC408688,XM_006568192.2,1.342868818,0.830865917,0.00352073
GB49767,LOC408688,XM_006568193.2,1.339578733,0.832954744,0.00359036
GB49767,LOC408688,XM_006568194.2,1.338588751,0.832899667,0.00352073
GB49767,LOC408688,XM_006568195.2,1.339139902,0.833242606,0.00352073
NA,LOC102654726,XM_006568196.2,1.332707411,0.992932997,NA
GB49801,LOC410862,XM_006568197.2,1.392290482,1.027414356,0.00224924
GB49801,LOC410862,XM_006568198.2,1.344980147,1.04609567,0.00231179
NA,LOC102654905,XM_006568201.2,1.108853411,0.821372897,NA
GB49802,LOC100578478,XM_006568203.2,1.283380682,1.053030303,0.00482235
GB49804,LOC410865,XM_006568204.2,1.13969737,0.942560528,0.00332545
GB49762,LOC410864,XM_006568205.2,0.444943271,1.073098478,0.41879406
GB49762,LOC410864,XM_006568206.2,0.42304578,1.084054812,0.43973376
GB49762,LOC410864,XM_006568207.2,0.450082736,1.059018202,0.47354855
