Gene	gamma
GB55793	0.697416683
GB55791	0.001160382
GB55802	2.788984077
GB55790	-0.085906958
GB55803	1.823380496
GB55804	-0.199015437
GB55805	0.311353394
GB55788	0.019648173
GB55808	-1.166033055
GB55809	0.403534565
GB55787	0.649971294
GB55786	0.115395008
GB55810	-0.421848311
GB55811	1.282904244
GB55784	-0.086023599
GB55812	-0.033260757
GB55783	0.049213445
GB55814	-0.22837338
GB55815	0.501340549
GB55816	-0.292928555
GB55817	1.043719565
GB55818	0.207885253
GB55819	0.083922932
GB55820	0.617576802
GB55822	1.660565102
GB55782	0.043219466
GB55823	0.388066628
GB55781	0.092601929
GB55779	0.211688107
GB55778	-0.381774275
GB55777	-0.124905128
GB55824	-0.211647166
GB55776	0.137628839
GB55775	-0.171104976
GB55774	-0.194575148
GB55825	-0.027551472
GB55773	-0.351239611
GB55826	-0.208088793
GB55772	-0.309617991
GB55771	-0.192710385
GB55770	-0.67040125
GB55828	-0.229033139
GB55829	-0.269217952
GB55769	0.000269094
GB55830	0.791455753
GB55831	-0.58072428
GB55768	0.037821297
GB55767	1.105761664
GB55766	4.744007806
GB55765	2.133119705
GB55764	1.109456619
GB55761	0.027934821
GB55832	-0.75565906
GB55760	0.378498095
GB55758	-0.063456519
GB55834	0.129067778
GB55757	-0.411387289
GB55756	-0.075131959
GB55755	0.19682105
GB55835	-0.839467615
GB55753	0.075377315
GB55837	0.182667907
GB55752	-0.01444265
GB55751	0.628144506
GB55750	0.767581876
GB55749	0.571031757
GB55840	-0.387081848
GB55748	-0.106631905
GB55841	0.150832186
GB55842	-0.700711572
GB55843	0.808857778
GB55844	-0.036734763
GB55747	-0.145059278
GB55746	1.088219096
GB55846	0.474927164
GB55847	-0.294122234
GB55848	-0.262459059
GB55849	0.991462204
GB55744	-0.332495385
GB55851	0.381284571
GB55743	0.791220626
GB55853	-0.047275855
GB55854	-0.602507494
GB55855	-0.058257236
GB55742	-0.101165755
GB55741	-0.346626927
GB55856	2.955182908
GB55858	-0.061975505
GB55860	0.47895468
GB51500	3.646306898
GB51499	-0.281397893
GB51498	-0.072623084
GB51502	-0.446871841
GB51497	0.017034665
GB51503	-0.187435657
GB51496	0.403599765
GB51504	-0.454830391
GB51505	-0.033388475
GB51506	0.783371642
GB51508	-0.860902917
GB51511	0.271952626
GB51495	0.193478846
GB51512	-0.024426945
GB51494	1.344940306
GB51513	-0.304765707
GB51493	0.222333755
GB51492	0.206370889
GB51491	-0.104665037
GB51515	0.173318546
GB51490	-0.627839316
GB51517	-0.128873836
GB51518	0.188875623
GB51520	-0.684631285
GB51521	0.066177922
GB51522	0.425116497
GB51489	1.244220567
GB51487	0.302962747
GB51486	0.423476536
GB51524	-0.704850793
GB51485	0.069475889
GB51484	-0.229609977
GB51525	-0.649020223
GB51526	-0.391643236
GB51482	0.473182137
GB51528	0.199702076
GB51481	1.272707488
GB51479	0.067545659
GB51478	0.105953188
GB46903	-0.024461338
GB46904	-0.268479034
GB46906	-0.005934343
GB46900	-0.038073596
GB46907	-0.446847154
GB46899	-0.520916721
GB46898	-0.204660769
GB46908	-0.161312468
GB46897	0.341729971
GB46896	-0.37385856
GB46909	-0.33420545
GB46895	-0.41293755
GB46910	-0.61771828
GB46894	-0.238669097
GB46911	-0.385679819
GB46912	-0.222117438
GB46892	0.651696841
GB46891	0.047584256
GB46914	1.256533592
GB46890	0.313185396
GB46889	-0.288694534
GB46915	-0.095203469
GB46888	-0.159823565
GB46916	-0.173242602
GB46917	-0.534093572
GB46887	-0.474683902
GB46886	0.897218646
GB46918	0.309201705
GB46883	0.0489027
GB46920	-0.236160103
GB46921	0.233383457
GB46922	-0.367835366
GB46882	0.097637354
GB46881	0.762760299
GB46925	0.712877688
GB46880	-0.011491487
GB46879	-0.708250004
GB46926	-0.136120349
GB46927	-0.564870424
GB46878	0.306932481
GB46928	-0.56053744
GB46877	-0.48792274
GB46929	-0.23734628
GB46876	-0.091645334
GB46930	-0.200046559
GB46931	-0.879284848
GB46932	-0.378648085
GB46935	-0.219877795
GB46936	-0.799517358
GB46937	-0.445967025
GB46875	-0.560753892
GB46938	-0.295076706
GB46939	-0.26095894
GB46940	-0.387715766
GB46941	-0.292276904
GB46942	-0.110127893
GB46874	0.854495027
GB46944	0.500122557
GB46873	0.180749604
GB46872	-1.113142204
GB46871	0.025396001
GB46945	-0.396789401
GB46870	0.567543713
GB46869	0.063065443
GB46946	0.309384005
GB46865	-0.109478227
GB46947	-0.067033515
GB46863	-0.156174112
GB46861	-0.388286754
GB46860	-0.215301791
GB46948	0.143388913
GB46859	-0.548950239
GB46855	-0.903117856
GB46854	0.226375913
GB46952	0.495859876
GB46853	-0.146119234
GB46953	0.50665728
GB46954	2.28141633
GB46852	0.125821257
GB46851	0.476779266
GB46956	0.720015568
GB46850	-0.327925426
GB46849	-0.198334825
GB46847	0.221230209
GB46958	-0.39915615
GB46959	0.410776505
GB46961	0.224476975
GB46845	-0.255101667
GB46962	-0.550127001
GB46844	-0.336850052
GB46963	-0.783728366
GB46964	0.06019195
GB49098	0.818664384
GB49097	1.165126221
GB49099	0.753428086
GB49100	0.823585801
GB49096	-0.283209451
GB49101	-1.0576609
GB49095	-0.361625998
GB49102	0.131533222
GB49094	-0.528595068
GB49093	0.085684707
GB49104	-0.262255206
GB49091	-0.61595164
GB49105	0.375817593
GB49106	2.259976002
GB49090	-0.375364612
GB49107	-0.020626063
GB49089	-0.543890843
GB49108	-0.425377433
GB49109	-0.195212496
GB49110	0.29371707
GB49087	0.340033081
GB49111	-0.318923808
GB49086	-0.299815919
GB49112	-0.44921863
GB49085	-0.272719586
GB49114	-0.788744686
GB49084	-0.713338072
GB49083	-0.595915714
GB49115	-0.392072451
GB49082	-0.174859144
GB49116	-0.388387947
GB49117	-1.020863601
GB49081	-0.609786117
GB49118	-0.68987306
GB49080	0.200148699
GB49119	0.556293331
GB49079	-0.196232247
GB49120	0.054556054
GB49123	-0.315718708
GB49124	0.201167263
GB49078	0.423715376
GB49125	0.03381716
GB49076	0.398602192
GB49126	-0.240732098
GB49074	0.679918333
GB49073	-0.431644163
GB49072	-0.362459635
GB49127	-0.860018949
GB49071	0.146540057
GB49128	-0.667552275
GB49129	1.989270447
GB49130	0.487927484
GB49069	-0.255631315
GB49131	-0.029513391
GB49068	-0.630957019
GB49132	0.404960853
GB49067	0.250182646
GB49134	-0.097752642
GB49066	-0.421514829
GB49135	0.362251618
GB49065	-0.287875487
GB49060	-0.224624782
GB49137	0.13799635
GB49058	0.314116429
GB49139	-0.051334301
GB49057	-0.338643801
GB49055	-0.609025761
GB49054	0.834245682
GB49140	0.707270917
GB49053	-0.748044608
GB51901	0.495825663
GB51902	-0.759003452
GB51903	0.708614663
GB51900	-0.357884142
GB51899	0.647340982
GB51904	1.558469774
GB51905	-0.209978768
GB51898	0.137433234
GB51897	0.668741391
GB51896	-0.837241346
GB51895	-0.822018502
GB51894	-0.446186591
GB51893	0.697761738
GB51908	1.882880079
GB51892	0.146839917
GB51909	1.068925315
GB51910	-0.097831609
GB51911	0.297158854
GB51889	-0.493206889
GB51912	-0.056930973
GB51913	0.21764102
GB51888	0.820939107
GB51914	0.742858546
GB51887	0.58064641
GB51915	0.011229989
GB51886	-0.403510821
GB51916	0.976110531
GB51885	0.054373353
GB51917	-0.581052643
GB51884	-0.930482635
GB51918	-0.187462122
GB51883	-0.373708243
GB51919	-0.595349914
GB51920	0.240770039
GB51881	-0.228209655
GB56004	-0.407691751
GB56005	-0.037005872
GB56006	-0.286564834
GB56003	0.176785876
GB56008	-0.295541865
GB56009	-0.652884267
GB56001	0.676379063
GB56010	-0.790667075
GB55999	-0.365408248
GB56012	0.007731479
GB56013	6.859247985
GB55998	0.924828462
GB55997	0.864798152
GB56014	0.213009545
GB56016	0.661921512
GB55996	0.360312717
GB55995	0.12495776
GB56017	0.441694808
GB55994	0.094534864
GB56018	-0.434397728
GB55506	-0.16824214
GB55505	0.493404837
GB55504	0.45343835
GB55507	0.110775647
GB55508	0.161246132
GB55503	0.07012584
GB55502	0.451378971
GB55501	0.870102468
GB55500	-0.761437191
GB55509	0.246034542
GB55499	2.73153061
GB55498	-0.41607354
GB55497	1.318620182
GB55510	1.092441648
GB55511	1.028155712
GB55512	0.66869296
GB55496	0.349751427
GB55495	-0.041487716
GB55513	1.134042917
GB55514	1.1744543
GB55515	0.643240652
GB55516	-0.199559363
GB55494	0.747182467
GB55517	-0.060476495
GB55493	0.517756613
GB55518	0.8339921
GB55519	0.021234738
GB55520	0.134900741
GB55492	1.140259014
GB55491	0.123973555
GB55521	0.373826202
GB55490	1.135700731
GB55522	-0.464589318
GB55523	2.012879299
GB55489	0.131437699
GB55487	-0.33269893
GB55486	1.132181736
GB55525	-0.334186329
GB55485	0.506496943
GB55526	0.145763279
GB55527	0.226693075
GB55528	0.30340473
GB55529	-0.067994348
GB55484	0.002881001
GB55530	0.062992905
GB55483	0.501007185
GB55482	-0.596955973
GB55531	0.06054289
GB55532	-0.079721982
GB55481	0.323097659
GB55480	1.951860822
GB55533	-0.737620681
GB55535	0.211228454
GB55536	-0.045498065
GB55537	0.639499314
GB55538	0.178099237
GB55479	-0.102514186
GB55539	-0.821872474
GB55478	-0.483039247
GB55540	0.057162173
GB55477	-0.06289245
GB55541	0.063499577
GB55476	-0.11207644
GB55542	-0.025949756
GB55475	-0.254170285
GB55544	-0.471365801
GB55545	0.100978053
GB55546	0.884440298
GB55474	0.030283868
GB55547	0.577277453
GB55549	0.44163615
GB55473	-0.223014261
GB55550	0.189236688
GB55472	-0.257765095
GB55471	1.410222152
GB55551	-0.303559048
GB55470	-1.136051387
GB55469	-0.187821404
GB55552	0.810775292
GB55553	-0.853392274
GB55554	-0.404232091
GB55555	-0.852573919
GB55556	-0.16736015
GB55468	0.604419585
GB55467	-0.034160568
GB55466	0.448449524
GB55557	0.396169448
GB55558	-0.305515433
GB55465	-0.888797213
GB55559	-0.713612352
GB55560	-0.444604782
GB55463	-0.141782209
GB55461	-1.056539225
GB55459	0.105420497
GB55562	0.236909132
GB55457	0.833534284
GB55563	0.35400566
GB55456	-0.278964573
GB55564	-0.873644874
GB55455	-0.237000082
GB55454	-0.134698434
GB55453	-0.045798402
GB55452	0.428476692
GB55451	0.537861904
GB55450	1.908110144
GB55449	-0.023301827
GB55448	-0.222861519
GB55447	0.11047499
GB55565	-0.152628322
GB55445	1.606110966
GB55444	-0.316060318
GB55566	-0.537026139
GB55443	0.406485476
GB55442	-0.215506672
GB55567	0.084058025
GB55441	-0.313688122
GB55568	-0.62584115
GB55440	-0.456351268
GB55569	0.044928711
GB55570	0.587533009
GB55439	0.118182431
GB55438	-0.252041579
GB55571	-0.20230938
GB55436	1.103255756
GB55572	-0.456928553
GB55573	-0.449302905
GB55434	0.554198488
GB55574	0.854629362
GB55575	0.818907461
GB55576	-0.079299429
GB55577	0.067941991
GB55578	0.128525627
GB55579	0.327388632
GB55581	-0.426735462
GB55583	-1.251269905
GB55584	0.048251969
GB55585	0.79353819
GB55586	0.929483862
GB55432	-0.409193271
GB55587	0.441965675
GB55588	0.30105816
GB55589	0.172070742
GB55431	-0.184353926
GB55590	-0.067647595
GB55591	1.507454732
GB55592	0.933481256
GB55429	1.381732305
GB55593	1.785305859
GB55594	-0.348960246
GB55427	0.713782219
GB55595	0.69329008
GB55426	-0.314920927
GB55425	2.226149651
GB55424	0.962500379
GB55423	0.859925306
GB55422	0.275764819
GB55596	0.382154474
GB55421	0.144528967
GB55420	-0.73918111
GB55419	-0.146456015
GB55597	-0.290762133
GB55417	-0.643704731
GB55416	-0.11056861
GB55598	-0.420460209
GB55599	0.45447851
GB55600	0.113707972
GB55414	2.169187609
GB55413	0.795249784
GB55601	-0.710262052
GB55411	0.157578162
GB55602	0.333906238
GB55603	-0.121108508
GB55604	-0.133735417
GB55605	-0.68477265
GB55606	-0.380210554
GB55408	1.923064667
GB55608	2.964168484
GB55407	0.810250327
GB55405	0.072573543
GB55403	0.627702274
GB55401	0.176188981
GB55400	-0.153148124
GB55399	-0.319538355
GB55398	0.473895122
GB55397	0.00912797
GB55610	0.519845234
GB55396	0.775793435
GB55611	2.568563107
GB55612	1.82538129
GB55613	0.726944452
GB55614	0.62386645
GB55615	0.206885325
GB55617	-0.217041827
GB55395	0.599858308
GB55393	2.227867106
GB55392	0.161843666
GB55390	0.983876747
GB55618	1.534833141
GB55389	0.385071167
GB55619	1.174917727
GB55388	1.650848527
GB55621	0.580275468
GB55622	0.373503921
GB55387	1.016725974
GB55623	0.232149525
GB55383	-0.300670182
GB55624	-0.149931374
GB55382	-0.179982271
GB55625	-0.667878839
GB55626	0.323560867
GB55381	-0.647319657
GB55627	0.938342437
GB55628	0.131797516
GB55629	0.157552704
GB55630	-0.097649951
GB55631	-0.008147902
GB55632	0.241258791
GB55633	-0.420602044
GB55634	-0.221134084
GB55635	-0.457191809
GB55380	0.074418368
GB55379	2.357716324
GB55378	1.309709676
GB55375	0.110071745
GB55638	1.874416324
GB55374	0.92253365
GB55639	-0.226637763
GB55373	-0.817081856
GB55640	0.287629222
GB55372	-0.993307338
GB55641	-0.557338104
GB55371	-0.412136886
GB55370	1.060230737
GB55642	-0.653864379
GB55643	-0.411809461
GB55369	-0.140525525
GB55368	0.140823257
GB55367	-0.351459615
GB55644	-0.417212892
GB55645	-0.404152155
GB55366	-0.507066587
GB55646	-0.230474746
GB55365	-0.15145597
GB55647	-0.658876651
GB55648	-0.231311441
GB55364	0.722044005
GB55363	0.490866966
GB55362	0.231264906
GB55650	1.382404724
GB55361	0.207105895
GB55651	0.596146225
GB55652	0.197740795
GB55653	-0.370794281
GB55654	0.876603278
GB55360	0.459252732
GB55656	0.339843479
GB55359	-0.318156828
GB55657	-0.710916265
GB55658	-0.136973892
GB55357	2.158885472
GB55356	-0.092598349
GB55355	0.545108405
GB55659	-0.177784256
GB55660	0.535677043
GB55661	-0.146919768
GB55354	-0.576532955
GB55662	-0.203697417
GB55663	-0.179010372
GB55353	0.155734933
GB55664	-0.446146015
GB55352	-0.052950594
GB55665	1.236543873
GB55666	1.325527253
GB55351	0.923986699
GB55667	1.022308146
GB55668	0.267975805
GB55350	0.454368593
GB55349	0.060718476
GB55669	0.432178724
GB55348	-0.104130576
GB55670	-0.517381448
GB49783	0.189461491
GB49784	0.07271273
GB49781	0.551761382
GB49780	1.556581945
GB49785	1.379912343
GB49786	0.110102523
GB49787	0.570076385
GB49788	-0.1024282
GB49778	0.157842942
GB49777	0.588895434
GB49776	-0.081281013
GB49789	0.7352248
GB49775	-0.585821945
GB49773	1.194239996
GB49791	0.568564928
GB49792	1.039444646
GB49793	0.798362308
GB49794	-0.299215067
GB49772	-0.312938506
GB49795	0.43352171
GB49796	3.590329533
GB49797	1.681494165
GB49798	-0.273789132
GB49771	0.763757449
GB49770	0.963752982
GB49769	-0.235851383
GB49799	-0.064762289
GB49768	0.402928351
GB49767	-0.049882497
GB49766	-0.228015931
GB49765	0.737669229
GB49800	0.235815607
GB49801	0.278883741
GB49802	0.386125366
GB49764	-0.23908991
GB49763	1.607882366
GB49803	0.122577758
GB49762	-0.28791597
GB49804	1.45793846
GB49805	0.010142854
GB49806	0.155350072
GB49759	-0.117561022
GB49758	-0.093451913
GB49807	0.096539484
GB49757	-0.104920903
GB49756	0.156064332
GB49808	-0.02744863
GB49809	0.567014768
GB49755	0.406436821
GB49810	1.708038982
GB49811	0.48835009
GB49754	-0.397631396
GB49753	0.141942235
GB49752	1.371884243
GB49751	0.100180552
GB49750	2.305405107
GB49749	0.074818348
GB49813	0.057345932
GB49748	-0.328530473
GB52443	0.528747117
GB52444	-0.149984342
GB52445	0.128988885
GB52446	-0.697590277
GB52447	0.860655879
GB52448	0.565156393
GB52442	-0.683294228
GB52450	-0.147110326
GB52451	-0.152370967
GB52440	-0.843833004
GB52452	-0.460431248
GB52453	0.226135903
GB52454	-0.050973535
GB52455	-0.379656623
GB52439	-0.208131784
GB52456	-0.696467624
GB52457	0.120114176
GB52438	-0.438753072
GB52437	-0.574070638
GB52436	-0.47218534
GB52435	-0.497339616
GB52458	-0.209454499
GB52460	0.688425173
GB52461	0.095520507
GB52462	0.53060823
GB52434	-0.109298149
GB52433	0.079751373
GB52432	-0.066413298
GB52431	0.525828693
GB52430	0.268008731
GB52429	-0.41412429
GB52428	0.620381608
GB52463	-1.174499636
GB52464	1.609980983
GB52465	0.908478947
GB52466	1.373230101
GB52467	0.180051747
GB52427	1.303454064
GB52426	-0.050435674
GB52468	0.187315202
GB52425	0.033449339
GB52469	0.832983272
GB52424	-0.516052971
GB52470	0.138250645
GB52423	-0.507200352
GB52422	0.046012595
GB52421	-0.669428495
GB52472	-0.943052086
GB52420	-0.288743767
GB52419	-0.279731016
GB52473	0.24892278
GB52418	0.207410546
GB52417	-0.336605224
GB52416	0.589553771
GB52415	-0.133711867
GB52414	0.404586047
GB52413	1.303542429
GB52412	0.790431707
GB52411	-0.711890645
GB52410	0.348735791
GB52409	0.467265741
GB52408	0.427469661
GB52407	1.296835119
GB52406	0.12116248
GB52405	3.11936457
GB52404	3.078313862
GB52403	1.079127158
GB52402	1.285713957
GB52400	1.092141322
GB52399	2.126091972
GB52398	0.74887692
GB52397	-0.209954175
GB52396	0.615934402
GB52395	0.73154201
GB52394	0.469318533
GB52393	1.401423957
GB52392	1.073748214
GB52391	0.896697474
GB52390	2.554607793
GB52389	0.691155969
GB52388	2.095116454
GB52387	-0.083823151
GB52386	0.141834011
GB52385	4.176124122
GB52384	0.269771818
GB52383	-0.291966067
GB52382	0.379768222
GB52474	-0.577195381
GB52381	0.324532531
GB52380	1.443618821
GB52379	0.502552525
GB52378	1.945921212
GB52377	-0.303994382
GB52376	0.944833485
GB52375	2.135028505
GB52374	1.426558554
GB52477	1.646943347
GB52373	-0.863412328
GB52372	0.22946874
GB52371	2.20069797
GB52479	-0.360873123
GB52370	1.732104014
GB52369	2.142942274
GB52368	1.539813904
GB52481	-0.026495693
GB52367	1.595630083
GB52366	0.385595076
GB52365	-0.53666235
GB52364	0.836103116
GB52484	0.408093891
GB52363	3.270525244
GB52485	0.311928784
GB52362	0.065410441
GB52361	-0.148143798
GB52488	-0.739152461
GB52489	1.759172378
GB52490	-0.472776595
GB52360	1.613641458
GB52359	1.178811061
GB52492	-0.496044037
GB52493	0.191173652
GB52357	-0.740000327
GB52356	0.287283958
GB52355	-0.61365437
GB52354	-0.301772427
GB52495	-1.073718799
GB52496	-0.115556839
GB52353	0.085875053
GB52352	-0.48938728
GB52351	-0.092113502
GB52350	-0.661981181
GB52498	-0.025596899
GB52499	-0.182976806
GB52349	-0.530750345
GB52500	-0.522568453
GB52501	0.333338844
GB52502	-0.119472506
GB52348	-0.034537142
GB52347	1.106198871
GB52346	-0.522479111
GB52345	-0.017965375
GB52503	0.082892412
GB52504	-0.570444296
GB52505	-0.080137208
GB52344	0.758570797
GB52343	0.428274079
GB52507	-0.388337722
GB52341	-0.14892604
GB52340	0.364758273
GB52339	-0.595429172
GB52508	-0.075466423
GB46589	0.174716393
GB46588	-0.328386742
GB46587	0.860366602
GB46586	0.093134241
GB46590	-0.467280189
GB46585	0.148886969
GB46591	-0.380855107
GB46584	-0.455700263
GB46592	0.135699372
GB46593	0.408360837
GB46583	1.153795208
GB46581	-0.095343667
GB46580	0.287115008
GB46594	-0.145023699
GB46579	0.326835964
GB46595	0.135933022
GB46577	-0.136371863
GB46576	0.168530754
GB40334	-0.448623627
GB43385	-0.501389973
GB43382	-0.444651156
GB43381	-1.057580098
GB43380	-0.671843034
GB43388	-0.615732375
GB43379	-0.639270751
GB43389	-0.132792072
GB43378	0.167713415
GB43390	0.047202045
GB43391	-0.359328329
GB43392	0.319554093
GB43376	-0.354821767
GB43393	0.547889401
GB43394	-0.42824522
GB43375	-0.313659659
GB48919	0.421790362
GB48917	0.507424174
GB48916	1.243084012
GB48914	-0.000925549
GB48912	0.353090055
GB46565	0.509123533
GB46567	-0.295570409
GB46564	0.160864645
GB46563	1.875697591
GB46568	0.561481499
GB46562	-0.219897049
GB46569	-0.37273514
GB46570	-0.360491704
GB46560	0.405882496
GB40999	-0.018269246
GB41000	-0.489454002
GB40998	1.00642195
GB40997	2.20081903
GB41001	-0.262714378
GB41002	1.185481192
GB40996	-0.192059747
GB41003	0.404957418
GB40994	0.52996304
GB40993	0.552258324
GB41005	-0.223024831
GB42991	-0.773197089
GB42992	0.485303182
GB42994	-0.053528503
GB42987	0.050208209
GB42995	0.111580032
GB42986	0.054156156
GB42985	0.327652138
GB42984	0.228577378
GB42996	0.211871475
GB42983	0.434777586
GB42997	0.234980798
GB42998	0.599022241
GB42981	1.236694487
GB42999	0.815503691
GB43000	0.310968041
GB50443	2.857856726
GB50446	0.219678053
GB50447	0.63028413
GB50442	0.515437644
GB50441	-0.098184713
GB50440	-0.607563729
GB50439	0.811108119
GB50438	-0.586872898
GB50448	1.333032352
GB50449	1.065197029
GB50450	-0.345326624
GB50451	0.435426394
GB50452	-0.078310296
GB50436	1.342621136
GB50453	-0.561422101
GB50435	0.434025591
GB50454	2.375791446
GB50434	2.313083611
GB50431	0.186402027
GB50430	-0.150172674
GB50429	0.985743136
GB50428	0.618572948
GB50457	-0.559231053
GB50458	0.292101254
GB50459	-0.196271279
GB50427	-0.016250195
GB50460	-0.311802543
GB50426	1.518914805
GB50461	-0.184015058
GB50425	-0.523797902
GB50462	-0.638846461
GB50463	-0.403164259
GB50424	-0.493430609
GB50423	0.756739787
GB50464	-0.427023726
GB50465	0.083374184
GB50421	0.126138395
GB50466	-0.208777526
GB50467	0.204821578
GB50468	-0.175605577
GB50469	0.457208345
GB50470	-0.004585603
GB50420	0.289954037
GB50471	0.527878233
GB50418	1.966617559
GB50472	0.387900884
GB50416	0.148279227
GB50415	0.360552408
GB50414	-0.263463865
GB50413	0.256903634
GB50473	0.135715002
GB50411	-0.510350671
GB50474	0.737628242
GB50409	0.245086933
GB50408	-0.124628147
GB50475	0.056881779
GB50407	-0.645258526
GB50406	0.517317246
GB50405	-0.484149197
GB50404	0.046565194
GB50477	3.113598114
GB50478	0.053072929
GB50479	0.101189167
GB50480	1.540929635
GB50481	-0.051328798
GB50482	1.168335092
GB50402	-0.558108185
GB50484	-0.363178984
GB50401	0.101047673
GB50486	0.22662219
GB50400	0.037754807
GB50399	-0.327172244
GB50398	1.111817537
GB50487	-0.558746445
GB50488	0.067720876
GB50397	0.01420342
GB50396	0.387685905
GB50395	0.007921286
GB50490	-0.383402916
GB50394	-0.395912404
GB50393	0.286740837
GB50392	0.399007665
GB50491	-0.451668058
GB50390	-0.393223019
GB50389	0.422630333
GB50492	0.063342575
GB50388	0.434112051
GB50387	-0.085011571
GB50386	1.565083126
GB50385	-0.188265922
GB50384	1.294204967
GB50383	1.436637671
GB50382	1.888311413
GB50381	0.063722492
GB50380	-0.071419827
GB50379	1.31542937
GB50378	-0.178093906
GB43802	0.674366912
GB43801	-0.842473424
GB43800	0.989097253
GB43799	-0.005817078
GB43805	2.288570111
GB43798	-0.350123647
GB43796	1.025960923
GB43806	1.205861132
GB43808	0.194101033
GB55923	0.097461161
GB55924	-0.293933058
GB55925	0.22475425
GB55926	-0.228416744
GB55927	0.400512377
GB55929	-0.053323436
GB55930	0.093646303
GB55921	2.822152835
GB55920	-0.277467447
GB55931	0.06871296
GB55919	-0.457309879
GB55932	0.509723028
GB55918	-0.837477897
GB55933	-0.296700239
GB55934	0.668275592
GB55917	-0.698671648
GB55916	-0.155556039
GB55915	-0.03059559
GB55914	-0.191472355
GB55936	-0.301548061
GB55937	-0.225069972
GB55913	-0.327451036
GB55939	-0.049646487
GB55940	-0.077259558
GB55912	0.763215531
GB55911	-0.324501896
GB55910	-0.306573969
GB55941	0.300839965
GB55909	-0.065625805
GB55908	-0.013634989
GB55942	-0.397688527
GB55943	0.35160906
GB55906	-0.235030974
GB55904	-0.561734168
GB55944	-0.197884926
GB55902	-0.46608636
GB55945	-0.438543402
GB55901	-0.461807858
GB55900	0.143133735
GB55946	0.236743485
GB55947	0.035152617
GB55948	-0.180506507
GB55949	0.331407256
GB55950	-0.044649809
GB49568	0.593971441
GB49567	-0.069313753
GB49569	-0.671802194
GB49565	0.57373883
GB49564	0.259736661
GB49562	1.591796632
GB49560	0.245057351
GB49559	-0.258376644
GB49570	-0.400625902
GB49558	-0.560652233
GB49557	0.045864061
GB49572	0.247350688
GB49556	-0.173613725
GB49555	0.103312488
GB49573	-0.357051196
GB49554	-0.09380046
GB49553	0.005197711
GB49552	1.912322555
GB49551	-0.084153732
GB49574	-0.961992062
GB49549	-0.03481726
GB49575	-0.2085145
GB49548	-0.14908506
GB49547	0.957251337
GB49546	0.795316621
GB49545	-0.615766674
GB49578	2.917231746
GB49579	2.792194804
GB49580	0.004395946
GB49581	3.280613776
GB49544	4.971818887
GB49543	1.533666992
GB49542	0.567247208
GB49541	-0.167191893
GB49582	-0.474641587
GB49583	-0.012854289
GB49540	-0.263022187
GB49584	1.354400727
GB49539	-0.33139741
GB49538	-0.136386489
GB49588	-0.043172946
GB49537	-0.25338628
GB49589	0.206038992
GB49536	-0.393976641
GB49590	0.582548965
GB49535	-0.098127287
GB49592	-0.522217115
GB49534	-0.017148589
GB49593	0.419853744
GB49594	-0.362529422
GB49533	0.060771025
GB49532	0.497639303
GB49530	0.649598826
GB49596	0.094752627
GB49529	-0.548850267
GB49597	-0.613897621
GB49528	-0.124996326
GB49598	-0.149237324
GB49599	-0.099332275
GB49527	-0.969676047
GB49601	0.238338683
GB49526	0.054228491
GB49602	0.353693131
GB49525	-0.368914885
GB49603	0.380743287
GB49524	-0.143248635
GB49604	-0.241132071
GB49523	-0.161411046
GB49605	0.11506951
GB49522	-0.33470819
GB49521	0.021417574
GB49520	0.909031507
GB49519	-0.729669145
GB49518	-0.302681298
GB49607	0.744305299
GB49608	-0.667450196
GB49517	0.041776428
GB49609	0.245587157
GB49610	0.194262127
GB49611	-0.495227282
GB49516	0.059693804
GB49612	-0.255286856
GB49613	-0.160071413
GB49515	-0.110328276
GB49514	0.733712209
GB49614	-0.252939312
GB53118	-0.069386815
GB53116	1.64148965
GB53119	1.064751651
GB53115	0.644115093
GB53114	2.110297095
GB53113	0.130286994
GB53112	0.055028194
GB53111	0.361917672
GB53110	-0.069289539
GB53109	0.61716645
GB53121	-0.043084152
GB53108	-0.065774139
GB53107	-0.900197129
GB53106	-0.358971093
GB53122	-0.668420621
GB53105	1.052767944
GB53124	2.769078422
GB53125	0.971922202
GB53104	4.277980515
GB53103	-0.756784739
GB53126	-0.193051762
GB53101	-0.230757721
GB53100	0.719861016
GB53099	0.903015217
GB53098	-0.438958148
GB53097	-0.250652073
GB53096	0.009032172
GB53127	0.08273553
GB53128	-0.27947519
GB53093	-0.293818656
GB53129	-0.074486585
GB53131	-0.060228436
GB53092	-0.396789082
GB53132	0.375825548
GB53091	0.178375819
GB53090	-0.05185663
GB53089	-0.530090502
GB53133	-0.898730593
GB53134	-0.140707979
GB53135	-0.327185696
GB53088	0.022801789
GB53136	0.021587538
GB53137	0.64536813
GB53138	0.234190481
GB53139	0.712891106
GB53086	0.079848182
GB53085	-0.269978245
GB53140	-0.410331
GB53141	1.782568783
GB53142	0.763450481
GB53143	-0.269404416
GB53145	-0.488358104
GB53084	-0.390022412
GB53146	-0.476908911
GB53083	-0.399065472
GB53147	0.622892717
GB53148	-0.484491846
GB53082	-0.099743575
GB53149	-0.016091652
GB53150	-0.779698372
GB53081	0.001983666
GB53080	-0.095632489
GB53151	0.080340396
GB53152	-0.462581041
GB53079	-0.917830555
GB53154	-0.042173663
GB53155	-0.344274791
GB53159	-0.755862943
GB53078	-0.063357962
GB53161	-0.108457039
GB53162	-0.112192004
GB53077	-0.218315017
GB53163	0.305574943
