target_id	length	eff_length	est_counts	tpm
XM_016915979.1	25266	25097.2	24321	60.0522
XM_016915980.1	6793	6624.21	162.656	1.52163
XM_016915981.1	5150	4981.21	410.066	5.10143
XM_016915982.1	5125	4956.21	124.298	1.55413
XM_016915983.1	4903	4734.21	0.00149602	1.95822e-05
XM_016915984.1	4865	4696.21	23.1445	0.305402
XM_016915985.1	4888	4719.21	130.622	1.71522
XM_016915986.1	6751	6582.21	81.8153	0.770257
XM_016915987.1	5211	5042.21	219.743	2.70065
XM_016915988.1	9938	9769.21	1051.04	6.66704
XM_016915989.1	9911	9742.21	6.57356	0.0418134
XM_016915990.1	9843	9674.21	5968.25	38.23
XM_016915991.1	474	306.224	7.40996	1.49951
XM_016915992.1	1196	1027.21	127	7.66156
XM_016915993.1	1189	1020.21	0	0
XM_016915994.1	380	214.65	4.70718	1.35895
XM_016915995.1	1745	1576.21	68.1329	2.67865
XM_016915996.1	8671	8502.21	3947	28.7679
XM_016915997.1	5858	5689.21	5288	57.5987
XM_016915998.1	4847	4678.21	2196	29.0888
XM_016915999.1	2061	1892.21	12	0.392993
XM_016916000.1	1063	894.211	18	1.2474
XM_016916001.1	497	328.967	4	0.753495
XM_016916002.1	1844	1675.21	7	0.258942
XM_016916003.1	1498	1329.21	11	0.512828
XM_016916004.1	1698	1529.21	9	0.36471
XM_016916005.1	7594	7425.21	0	0
XM_016916006.1	8215	8046.21	327.096	2.51917
XM_016916007.1	8196	8027.21	791.676	6.11161
XM_016916008.1	7689	7520.21	1121.47	9.24121
XM_016916009.1	7662	7493.21	1123.84	9.29414
XM_016916010.1	7141	6972.21	1.46437	0.0130153
XM_016916011.1	7508	7339.21	350.577	2.9601
XM_016916012.1	7666	7497.21	317.51	2.6244
XM_016916013.1	7496	7327.21	437.652	3.70138
XM_016916014.1	7409	7240.21	194.867	1.66786
XM_016916015.1	7016	6847.21	909.817	8.23405
XM_016916016.1	2990	2821.21	105.834	2.32468
XM_016916017.1	2876	2707.21	35.8443	0.820486
XM_016916018.1	3098	2929.21	2626	55.5542
XM_016916019.1	2757	2588.21	0	0
XM_016916020.1	882	713.285	1237	107.468
XM_016916021.1	5992	5823.21	206.027	2.19248
XM_016916022.1	504	335.867	231.137	42.6457
XM_016916023.1	6502	6333.21	200.814	1.96491
XM_016916024.1	6245	6076.21	111.05	1.13256
XM_016916025.1	5897	5728.21	0	0
XM_016916026.1	5058	4889.21	91.0709	1.15429
XM_016916027.1	4630	4461.21	7.70687e-07	1.07053e-08
XM_016916028.1	4756	4587.21	0	0
XM_016916029.1	2345	2176.21	1.40563	0.040026
XM_016916030.1	607	438.476	0	0
XM_016916031.1	4323	4154.21	21.2106	0.3164
XM_016916032.1	5495	5326.21	1167.25	13.5806
XM_016916033.1	5475	5306.21	280.411	3.27479
XM_016916034.1	4237	4068.21	98.9514	1.50727
XM_016916035.1	935	766.211	28.0243	2.26652
XM_016916036.1	4227	4058.21	279.373	4.26602
XM_016916037.1	2666	2497.21	178.126	4.42023
XM_016916038.1	2515	2346.21	0	0
XM_016916039.1	2737	2568.21	49.4239	1.19256
XM_016916040.1	658	489.338	4.94981	0.626835
XM_016916041.1	1598	1429.21	204.914	8.88482
XM_016916042.1	1940	1771.21	42.8385	1.49878
XM_016916043.1	1387	1218.21	578.183	29.4114
XM_016916044.1	377	211.822	4.02584	1.17776
XM_016916045.1	541	372.555	80.6159	13.4092
XM_016916046.1	574	405.476	34	5.19621
XM_016916047.1	810	641.285	10	0.966323
XM_016916048.1	577	408.476	1	0.151707
XM_016916049.1	667	498.338	3.5328	0.439307
XM_016916050.1	4093	3924.21	74.4613	1.17585
XM_016916051.1	4148	3979.21	166.25	2.58904
XM_016916052.1	8821	8652.21	419	3.00096
XM_016916053.1	4042	3873.21	1741.04	27.8555
XM_016916054.1	2929	2760.21	0	0
XM_016916055.1	2929	2760.21	300.908	6.75562
XM_016916056.1	5018	4849.21	68.0632	0.869791
XM_016916057.1	2925	2756.21	200.068	4.4982
XM_016916058.1	2926	2757.21	19.3099	0.433993
XM_016916059.1	2927	2758.21	42.9721	0.965456
XM_016916060.1	2919	2750.21	373.224	8.40963
XM_016916061.1	2913	2744.21	20.3105	0.458646
XM_016916062.1	2898	2729.21	121.732	2.76401
XM_016916063.1	2895	2726.21	50.1465	1.13987
XM_016916064.1	2868	2699.21	72.247	1.65865
XM_016916065.1	2859	2690.21	7.0564	0.162544
XM_016916066.1	2844	2675.21	480.331	11.1264
XM_016916067.1	2518	2349.21	45.1225	1.19027
XM_016916068.1	2412	2243.21	0	0
XM_016916069.1	2330	2161.21	480.396	13.7745
XM_016916070.1	2514	2345.21	11	0.290659
XM_016916071.1	2674	2505.21	37	0.915231
XM_016916072.1	3620	3451.21	848.526	15.2359
XM_016916073.1	1900	1731.21	0	0
XM_016916074.1	577	408.476	170.173	25.8164
XM_016916075.1	6843	6674.21	0	0
XM_016916076.1	6599	6430.21	254.453	2.45219
XM_016916077.1	6722	6553.21	0	0
XM_016916078.1	6704	6535.21	0	0
XM_016916079.1	6622	6453.21	2032.54	19.518
XM_016916080.1	6484	6315.21	39.5249	0.387843
XM_016916081.1	6665	6496.21	2879.57	27.4688
XM_016916082.1	3212	3043.21	39.9714	0.813937
XM_016916083.1	1331	1162.21	113.942	6.07535
XM_016916084.1	1580	1411.21	9	0.395206
XM_016916085.1	8538	8369.21	73.4769	0.544051
XM_016916086.1	3734	3565.21	106.065	1.84357
XM_016916087.1	2527	2358.21	0	0
XM_016916088.1	1000	831.211	0	0
XM_016916089.1	884	715.285	1	0.0866352
XM_016916090.1	674	505.338	0	0
XM_016916091.1	4180	4011.21	36	0.55616
XM_016916092.1	5749	5580.21	942.323	10.4646
XM_016916093.1	5737	5568.21	27.6773	0.308021
XM_016916094.1	5736	5567.21	9.88046e-09	1.0998e-10
XM_016916095.1	3312	3143.21	0	0
XM_016916096.1	3781	3612.21	1.05979e-05	1.81812e-07
XM_016916097.1	3102	2933.21	0	0
XM_016916098.1	3130	2961.21	287.47	6.01584
XM_016916099.1	2910	2741.21	63.5301	1.43618
XM_016916100.1	3501	3332.21	6655	123.762
XM_016916101.1	3632	3463.21	311.35	5.57113
XM_016916102.1	3737	3568.21	0	0
XM_016916103.1	2113	1944.21	109.461	3.48892
XM_016916104.1	2041	1872.21	906.655	30.0096
XM_016916105.1	3086	2917.21	646.448	13.7322
XM_016916106.1	2822	2653.21	17.5516	0.409939
XM_016916107.1	710	541.285	2	0.228969
XM_016916108.1	8707	8538.21	0	0
XM_016916109.1	8698	8529.21	5.23146e-07	3.80091e-09
XM_016916110.1	8689	8520.21	137.384	0.999218
XM_016916111.1	8686	8517.21	8.40279e-06	6.11363e-08
XM_016916112.1	8683	8514.21	0	0
XM_016916113.1	8668	8499.21	0	0
XM_016916114.1	8613	8444.21	3529.01	25.898
XM_016916115.1	8432	8263.21	184.448	1.38325
XM_016916116.1	8410	8241.21	0	0
XM_016916117.1	8401	8232.21	3.18288e-07	2.39594e-09
XM_016916118.1	8377	8208.21	0.907177	0.00684883
XM_016916119.1	8122	7953.21	48.8658	0.380746
XM_016916120.1	2997	2828.21	1445	31.6613
XM_016916121.1	3691	3522.21	122.33	2.15224
XM_016916122.1	1576	1407.21	0	0
XM_016916123.1	1537	1368.21	266.722	12.0803
XM_016916124.1	1691	1522.21	2404.84	97.9004
XM_016916125.1	1461	1292.21	407.147	19.525
XM_016916126.1	1469	1300.21	1058.23	50.4359
XM_016916127.1	1181	1012.21	62.0482	3.79867
XM_016916128.1	1412	1243.21	0	0
XM_016916129.1	1313	1144.21	563.874	30.5386
XM_016916130.1	3252	3083.21	29.5044	0.593003
XM_016916131.1	2393	2224.21	394.867	11.0014
XM_016916132.1	2599	2430.21	669.846	17.0806
XM_016916133.1	2701	2532.21	42.1543	1.03161
XM_016916134.1	3043	2874.21	451.11	9.72606
XM_016916135.1	9136	8967.21	55.8561	0.385999
XM_016916136.1	1975	1806.21	0	0
XM_016916137.1	3307	3138.21	346.342	6.83905
XM_016916138.1	2145	1976.21	9.93223	0.311449
XM_016916139.1	2137	1968.21	0	0
XM_016916140.1	1897	1728.21	13.9305	0.499508
XM_016916141.1	1888	1719.21	0	0
XM_016916142.1	2209	2040.21	0	0
XM_016916143.1	1993	1824.21	0	0
XM_016916144.1	1230	1061.21	0	0
XM_016916145.1	1860	1691.21	6.09506	0.223333
XM_016916146.1	1162	993.211	53.2478	3.32226
XM_016916147.1	1155	986.211	0	0
XM_016916148.1	2193	2024.21	26.9741	0.82578
XM_016916149.1	1246	1077.21	0	0
XM_016916150.1	1065	896.211	0	0
XM_016916151.1	1144	975.211	23.8678	1.51665
XM_016916152.1	1269	1100.21	451.358	25.4225
XM_016916153.1	1263	1094.21	14.432	0.817331
XM_016916154.1	1181	1012.21	7.50371	0.459387
XM_016916155.1	864	695.285	18.8413	1.67927
XM_016916156.1	3300	3131.21	97.7262	1.93407
XM_016916157.1	2565	2396.21	0.273826	0.00708145
XM_016916158.1	1179	1010.21	5.54561	0.340182
XM_016916159.1	1118	949.211	12.9487	0.845348
XM_016916160.1	1579	1410.21	1.94472	0.0854567
XM_016916161.1	913	744.211	15.2663	1.27119
XM_016916162.1	1761	1592.21	2	0.0778399
XM_016916163.1	3325	3156.21	0	0
XM_016916164.1	3322	3153.21	10.1191	0.198867
XM_016916165.1	1965	1796.21	181.91	6.27584
XM_016916166.1	1863	1694.21	0	0
XM_016916167.1	6653	6484.21	84.7886	0.810314
XM_016916168.1	1773	1604.21	2302.4	88.939
XM_016916169.1	1999	1830.21	105.977	3.58827
XM_016916170.1	1820	1651.21	1135.45	42.6126
XM_016916171.1	1814	1645.21	514.387	19.375
XM_016916172.1	1751	1582.21	962.914	37.7134
XM_016916173.1	1647	1478.21	0.224885	0.0094275
XM_016916174.1	1647	1478.21	336.739	14.1166
XM_016916175.1	1247	1078.21	6.67183	0.383455
XM_016916176.1	689	520.338	5.12912	0.610844
XM_016916177.1	3974	3805.21	9323	151.827
XM_016916178.1	3357	3188.21	267.227	5.19405
XM_016916179.1	2867	2698.21	152.852	3.51051
XM_016916180.1	2872	2703.21	37.6294	0.862622
XM_016916181.1	6612	6443.21	6602	63.496
XM_016916182.1	3354	3185.21	0.00214828	4.17951e-05
XM_016916183.1	2444	2275.21	337.205	9.18429
XM_016916184.1	1175	1006.21	19	1.17014
XM_016916185.1	1691	1522.21	110.698	4.50649
XM_016916186.1	1904	1735.21	0	0
XM_016916187.1	1464	1295.21	0	0
XM_016916188.1	1596	1427.21	0.141103	0.00612664
XM_016916189.1	1592	1423.21	4.06024	0.176789
XM_016916190.1	1309	1140.21	0	0
XM_016916191.1	1408	1239.21	0	0
XM_016916192.1	1714	1545.21	5.79866	0.232548
XM_016916193.1	1800	1631.21	14	0.531852
XM_016916194.1	9277	9108.21	0	0
XM_016916195.1	9265	9096.21	1.95704e-07	1.33325e-09
XM_016916196.1	9211	9042.21	2.73391e-06	1.87363e-08
XM_016916197.1	9199	9030.21	0.230499	0.00158178
XM_016916198.1	8730	8561.21	928.934	6.72392
XM_016916199.1	9151	8982.21	88.2169	0.608613
XM_016916200.1	8476	8307.21	95.2941	0.71086
XM_016916201.1	8292	8123.21	1.05082e-06	8.01626e-09
XM_016916202.1	8396	8227.21	209.057	1.57466
XM_016916203.1	8148	7979.21	935.881	7.26832
XM_016916204.1	9138	8969.21	4333.34	29.9393
XM_016916205.1	8380	8211.21	64.0448	0.483336
XM_016916206.1	1833	1664.21	412.893	15.3745
XM_016916207.1	6327	6158.21	520.346	5.23613
XM_016916208.1	6334	6165.21	220.04	2.2117
XM_016916209.1	6140	5971.21	1499.65	15.5633
XM_016916210.1	4734	4565.21	1146.31	15.5602
XM_016916211.1	4794	4625.21	766.835	10.2741
XM_016916212.1	5035	4866.21	502.116	6.3942
XM_016916213.1	14547	14378.2	174.031	0.75006
XM_016916214.1	11352	11183.2	0.0208802	0.000115702
XM_016916215.1	1954	1785.21	25	0.867808
XM_016916216.1	2142	1973.21	0	0
XM_016916217.1	2294	2125.21	0	0
XM_016916218.1	2120	1951.21	0	0
XM_016916219.1	1245	1076.21	197	11.3434
XM_016916220.1	12180	12011.2	1229.44	6.34297
XM_016916221.1	3182	3013.21	0	0
XM_016916222.1	3126	2957.21	373.323	7.82303
XM_016916223.1	1966	1797.21	58.7907	2.02714
XM_016916224.1	2189	2020.21	78.2093	2.39902
XM_016916225.1	1806	1637.21	0	0
XM_016916226.1	2030	1861.21	0	0
XM_016916227.1	1592	1423.21	0	0
XM_016916228.1	1653	1484.21	261.417	10.9147
XM_016916229.1	496	328	5	0.944646
XM_016916230.1	5321	5152.21	0	0
XM_016916231.1	6385	6216.21	610	6.08103
XM_016916232.1	2205	2036.21	122.315	3.72246
XM_016916233.1	1466	1297.21	0	0
XM_016916234.1	5568	5399.21	1250	14.3467
XM_016916235.1	3309	3140.21	131.809	2.60112
XM_016916236.1	3241	3072.21	0	0
XM_016916237.1	3202	3033.21	0	0
XM_016916238.1	1751	1582.21	0	0
XM_016916239.1	4274	4105.21	1328.12	20.0482
XM_016916240.1	2932	2763.21	1648	36.9587
XM_016916241.1	5593	5424.21	54.8433	0.626556
XM_016916242.1	6635	6466.21	32.2878	0.309429
XM_016916243.1	2016	1847.21	0	0
XM_016916244.1	3519	3350.21	0	0
XM_016916245.1	2706	2537.21	808.885	19.7562
XM_016916246.1	2577	2408.21	1.0275e-06	2.64398e-08
XM_016916247.1	2581	2412.21	168.115	4.31881
XM_016916248.1	1031	862.211	5886	423.038
XM_016916249.1	3691	3522.21	834	14.6732
XM_016916250.1	609	440.476	293	41.221
XM_016916251.1	3040	2871.21	1855.16	40.0396
XM_016916252.1	2718	2549.21	2899.93	70.4945
XM_016916253.1	5305	5136.21	0	0
XM_016916254.1	2975	2806.21	21.7725	0.480797
XM_016916255.1	5296	5127.21	0	0
XM_016916256.1	5293	5124.21	43.436	0.525286
XM_016916257.1	5275	5106.21	28.9971	0.351908
XM_016916258.1	5266	5097.21	152.526	1.85431
XM_016916259.1	5260	5091.21	14.6229	0.177986
XM_016916260.1	5248	5079.21	27.9313	0.340776
XM_016916261.1	5239	5070.21	0	0
XM_016916262.1	5194	5025.21	0	0
XM_016916263.1	5182	5013.21	0	0
XM_016916264.1	4831	4662.21	47.7193	0.634272
XM_016916265.1	804	635.285	6.19623	0.604411
XM_016916266.1	13724	13555.2	0	0
XM_016916267.1	13721	13552.2	0	0
XM_016916268.1	13703	13534.2	0	0
XM_016916269.1	13700	13531.2	0	0
XM_016916270.1	13654	13485.2	92.0035	0.422785
XM_016916271.1	13644	13475.2	0	0
XM_016916272.1	13642	13473.2	0	0
XM_016916273.1	13628	13459.2	71.1731	0.327695
XM_016916274.1	13623	13454.2	0	0
XM_016916275.1	10975	10806.2	612.222	3.51082
XM_016916276.1	13621	13452.2	110.209	0.50769
XM_016916277.1	13583	13414.2	51.0139	0.235666
XM_016916278.1	13692	13523.2	12.5635	0.0575708
XM_016916279.1	13491	13322.2	0	0
XM_016916280.1	13487	13318.2	0	0
XM_016916281.1	4569	4400.21	35.1582	0.495139
XM_016916282.1	808	639.285	0	0
XM_016916283.1	6675	6506.21	120.663	1.14926
XM_016916284.1	708	539.285	0	0
XM_016916285.1	6505	6336.21	8048.59	78.716
XM_016916286.1	6295	6126.21	119.299	1.20675
XM_016916287.1	667	498.338	8	0.994808
XM_016916288.1	2312	2143.21	114.437	3.30882
XM_016916289.1	2407	2238.21	87.2184	2.41479
XM_016916290.1	2237	2068.21	732.785	21.9561
XM_016916291.1	2087	1918.21	90.5269	2.92452
XM_016916292.1	1543	1374.21	180.171	8.12466
XM_016916293.1	3175	3006.21	737.145	15.1952
XM_016916294.1	3968	3799.21	0	0
XM_016916295.1	3981	3812.21	13.8356	0.224903
XM_016916296.1	8051	7882.21	355	2.79096
XM_016916297.1	1284	1115.21	0	0
XM_016916298.1	3286	3117.21	627	12.4645
XM_016916299.1	1761	1592.21	420	16.3464
XM_016916300.1	1950	1781.21	131.972	4.59133
XM_016916301.1	2110	1941.21	29.455	0.940285
XM_016916302.1	1291	1122.21	29.723	1.64132
XM_016916303.1	1371	1202.21	11.1844	0.576506
XM_016916304.1	1259	1090.21	0	0
XM_016916305.1	1256	1087.21	2.50706	0.142897
XM_016916306.1	1575	1406.21	3.71087	0.16353
XM_016916307.1	981	812.211	0	0
XM_016916308.1	1207	1038.21	0	0
XM_016916309.1	909	740.211	93.2044	7.80287
XM_016916310.1	686	517.338	0	0
XM_016916311.1	3296	3127.21	364.809	7.22906
XM_016916312.1	1933	1764.21	239.303	8.40563
XM_016916313.1	2472	2303.21	2192	58.9766
XM_016916314.1	1151	982.211	26641	1680.81
XM_016916315.1	1812	1643.21	11.8942	0.448555
XM_016916316.1	1723	1554.21	0	0
XM_016916317.1	2213	2044.21	27.7542	0.841349
XM_016916318.1	2124	1955.21	0.0014762	4.67869e-05
XM_016916319.1	1613	1444.21	2.75357e-07	1.18152e-08
XM_016916320.1	1312	1143.21	3.19801	0.173351
XM_016916321.1	1372	1203.21	0	0
XM_016916322.1	2245	2076.21	1330	39.6966
XM_016916323.1	1335	1166.21	98.5934	5.23895
XM_016916324.1	4258	4089.21	303.84	4.60446
XM_016916325.1	3984	3815.21	29.1463	0.47341
XM_016916326.1	1424	1255.21	39	1.9254
XM_016916327.1	1203	1034.21	20	1.19838
XM_016916328.1	5530	5361.21	2485	28.7234
XM_016916329.1	752	583.285	0	0
XM_016916330.1	742	573.285	7	0.75666
XM_016916331.1	1742	1573.21	124	4.88436
XM_016916332.1	4113	3944.21	0	0
XM_016916333.1	4110	3941.21	159.39	2.50613
XM_016916334.1	4110	3941.21	0	0
XM_016916335.1	4092	3923.21	7.09549	0.112076
XM_016916336.1	4086	3917.21	0	0
XM_016916337.1	4065	3896.21	0	0
XM_016916338.1	4044	3875.21	490.772	7.84798
XM_016916339.1	4041	3872.21	0.406948	0.00651258
XM_016916340.1	4023	3854.21	171.31	2.75436
XM_016916341.1	4020	3851.21	8.54833	0.137549
XM_016916342.1	4276	4107.21	225.213	3.39797
XM_016916343.1	4214	4045.21	0	0
XM_016916344.1	3105	2936.21	0	0
XM_016916345.1	3084	2915.21	38.5573	0.819614
XM_016916346.1	1424	1255.21	737	36.3851
XM_016916347.1	3594	3425.21	1194	21.6018
XM_016916348.1	2537	2368.21	2754.98	72.0894
XM_016916349.1	4848	4679.21	23.2587	0.308025
XM_016916350.1	1519	1350.21	5.32109	0.244215
XM_016916351.1	1518	1349.21	49.944	2.29391
XM_016916352.1	2001	1832.21	112.19	3.79449
XM_016916353.1	1483	1314.21	18.6479	0.879304
XM_016916354.1	1460	1291.21	54.1473	2.59868
XM_016916355.1	888	719.285	467	40.2336
XM_016916356.1	3285	3116.21	0	0
XM_016916357.1	3273	3104.21	0	0
XM_016916358.1	4662	4493.21	0	0
XM_016916359.1	4519	4350.21	0	0
XM_016916360.1	1512	1343.21	84.6807	3.90673
XM_016916361.1	708	539.285	18523	2128.46
XM_016916362.1	4458	4289.21	0	0
XM_016916363.1	5668	5499.21	1425	16.0579
XM_016916364.1	1625	1456.21	474	20.171
XM_016916365.1	4491	4322.21	68.5117	0.982273
XM_016916366.1	2681	2512.21	4.20275	0.103669
XM_016916367.1	2154	1985.21	820.462	25.6109
XM_016916368.1	2364	2195.21	2256	63.6848
XM_016916369.1	4308	4139.21	45.4938	0.681095
XM_016916370.1	2046	1877.21	27.1672	0.896819
XM_016916371.1	4225	4056.21	21.3746	0.32655
XM_016916372.1	4134	3965.21	0.396558	0.00619745
XM_016916373.1	4580	4411.21	50.9493	0.715737
XM_016916374.1	3899	3730.21	0	0
XM_016916375.1	833	664.285	0	0
XM_016916376.1	1917	1748.21	164.286	5.82344
XM_016916377.1	931	762.211	303.931	24.71
XM_016916378.1	2337	2168.21	187.714	5.36499
XM_016916379.1	2559	2390.21	0	0
XM_016916380.1	2980	2811.21	285.429	6.29183
XM_016916381.1	1686	1517.21	1219.74	49.8188
XM_016916382.1	3956	3787.21	2466	40.3503
XM_016916383.1	3659	3490.21	0	0
XM_016916384.1	1025	856.211	22.0233	1.59395
XM_016916385.1	827	658.285	0	0
XM_016916386.1	5621	5452.21	42.6228	0.484442
XM_016916387.1	811	642.285	30.7242	2.96433
XM_016916388.1	2895	2726.21	1871.4	42.5383
XM_016916389.1	2836	2667.21	0	0
XM_016916390.1	2805	2636.21	494	11.6123
XM_016916391.1	1187	1018.21	247	15.0325
XM_016916392.1	2053	1884.21	0	0
XM_016916393.1	1695	1526.21	0	0
XM_016916394.1	3638	3469.21	1012.78	18.0908
XM_016916395.1	4693	4524.21	68642.7	940.209
XM_016916396.1	2387	2218.21	906.993	25.3381
XM_016916397.1	1699	1530.21	0	0
XM_016916398.1	3416	3247.21	13.2251	0.252385
XM_016916399.1	2971	2802.21	256.095	5.66336
XM_016916400.1	2313	2144.21	1707	49.3332
XM_016916401.1	1336	1167.21	2	0.106183
XM_016916402.1	1291	1122.21	127.754	7.05462
XM_016916403.1	1062	893.211	27.5325	1.91014
XM_016916404.1	686	517.338	113.708	13.6203
XM_016916405.1	2427	2258.21	0	0
XM_016916406.1	2132	1963.21	521.06	16.4473
XM_016916407.1	2018	1849.21	8.47468	0.283994
XM_016916408.1	1189	1020.21	3.00908e-05	1.82775e-06
XM_016916409.1	890	721.285	82.0972	7.05334
XM_016916410.1	2674	2505.21	0	0
XM_016916411.1	2710	2541.21	697.514	17.0093
XM_016916412.1	1924	1755.21	0.09675	0.00341582
XM_016916413.1	2246	2077.21	532	15.871
XM_016916414.1	1678	1509.21	17.2628	0.708819
XM_016916415.1	535	366.592	98	16.5659
XM_016916416.1	3172	3003.21	0.000913993	1.88595e-05
XM_016916417.1	2343	2174.21	8.77477e-07	2.50096e-08
XM_016916418.1	2331	2162.21	84.5413	2.42295
XM_016916419.1	2328	2159.21	0.00348451	0.000100005
XM_016916420.1	2328	2159.21	27.4087	0.786623
XM_016916421.1	406	239.621	32.6339	8.43951
XM_016916422.1	2571	2402.21	0	0
XM_016916423.1	2322	2153.21	6.32371e-07	1.81995e-08
XM_016916424.1	2315	2146.21	346.871	10.0154
XM_016916425.1	2310	2141.21	78.3389	2.26721
XM_016916426.1	2310	2141.21	1.55656e-07	4.50483e-09
XM_016916427.1	2307	2138.21	47.4365	1.37479
XM_016916428.1	2564	2395.21	0	0
XM_016916429.1	2557	2388.21	771.275	20.0129
XM_016916430.1	2446	2277.21	390.553	10.628
XM_016916431.1	4966	4797.21	0	0
XM_016916432.1	5223	5054.21	0.00496503	6.08754e-05
XM_016916433.1	5180	5011.21	137.279	1.6976
XM_016916434.1	1375	1206.21	521.595	26.7968
XM_016916435.1	2506	2337.21	5.1387e-06	1.36247e-07
XM_016916436.1	2630	2461.21	6.79734e-05	1.71145e-06
XM_016916437.1	2112	1943.21	8.82614	0.281465
XM_016916438.1	1797	1628.21	0	0
XM_016916439.1	1542	1373.21	5.17386	0.23348
XM_016916440.1	1547	1378.21	0	0
XM_016916441.1	1403	1234.21	228	11.4477
XM_016916442.1	823	654.285	310.78	29.4347
XM_016916443.1	2264	2095.21	0	0
XM_016916444.1	807	638.285	116.265	11.2877
XM_016916445.1	2128	1959.21	0.300928	0.00951818
XM_016916446.1	2189	2020.21	0	0
XM_016916447.1	2793	2624.21	506.162	11.9526
XM_016916448.1	1776	1607.21	1.33985	0.0516604
XM_016916449.1	555	386.555	278	44.5663
XM_016916450.1	1393	1224.21	629.744	31.8773
XM_016916451.1	1558	1389.21	27.2555	1.21579
XM_016916452.1	4665	4496.21	666.779	9.18985
XM_016916453.1	24742	24573.2	10.956	0.0276289
XM_016916454.1	1032	863.211	2290.04	164.399
XM_016916455.1	24485	24316.2	152.498	0.388634
XM_016916456.1	3193	3024.21	14.0535	0.28797
XM_016916457.1	4672	4503.21	44.7855	0.616294
XM_016916458.1	4589	4420.21	0	0
XM_016916459.1	2265	2096.21	0	0
XM_016916460.1	4576	4407.21	18.8913	0.265627
XM_016916461.1	4411	4242.21	149.565	2.1848
XM_016916462.1	2976	2807.21	30.5997	0.675483
XM_016916463.1	2541	2372.21	0	0
XM_016916464.1	4701	4532.21	0	0
XM_016916465.1	2534	2365.21	0	0
XM_016916466.1	2953	2784.21	0	0
XM_016916467.1	3072	2903.21	16.3599	0.349201
XM_016916468.1	2283	2114.21	7	0.205174
XM_016916469.1	18879	18710.2	6696.09	22.1776
XM_016916470.1	989	820.211	188	14.2038
XM_016916471.1	3012	2843.21	564	12.2926
XM_016916472.1	3293	3124.21	11.3241	0.224614
XM_016916473.1	1209	1040.21	109	6.49349
XM_016916474.1	3191	3022.21	724	14.8452
XM_016916475.1	2679	2510.21	472	11.6521
XM_016916476.1	4109	3940.21	383.914	6.03792
XM_016916477.1	2868	2699.21	22.7004	0.521159
XM_016916478.1	2172	2003.21	14	0.433086
XM_016916479.1	3676	3507.21	774	13.6758
XM_016916480.1	13084	12915.2	0	0
XM_016916481.1	1196	1027.21	3	0.180982
XM_016916482.1	1247	1078.21	124	7.12674
XM_016916483.1	1240	1071.21	808	46.7422
XM_016916484.1	2465	2296.21	82.0159	2.2134
XM_016916485.1	3089	2920.21	15	0.31831
XM_016916486.1	631	462.385	168	22.5153
XM_016916487.1	1011	842.211	1.39611	0.102724
XM_016916488.1	2480	2311.21	0	0
XM_016916489.1	4441	4272.21	277.868	4.0305
XM_016916490.1	2872	2703.21	0	0
XM_016916491.1	2005	1836.21	65	2.19363
XM_016916492.1	986	817.211	1.00718	0.0763742
XM_016916493.1	538	369.555	0	0
XM_016916494.1	579	410.476	0	0
XM_016916495.1	216	70.2101	0	0
XM_016916496.1	4989	4820.21	1365	17.5485
XM_016916497.1	1916	1747.21	221.878	7.8694
XM_016916498.1	2587	2418.21	685.795	17.5741
XM_016916499.1	1912	1743.21	443.063	15.7503
XM_016916500.1	2823	2654.21	24.0457	0.561403
XM_016916501.1	23475	23306.2	24273.2	64.54
XM_016916502.1	1423	1254.21	120	5.92903
XM_016916503.1	1503	1334.21	287.914	13.3725
XM_016916504.1	1085	916.211	2237	151.302
XM_016916505.1	1197	1028.21	513	30.9178
XM_016916506.1	1540	1371.21	0	0
XM_016916507.1	1444	1275.21	75.1456	3.6517
XM_016916508.1	475	307.224	0	0
XM_016916509.1	13952	13783.2	31	0.139375
XM_016916510.1	692	523.338	24	2.84186
XM_016916511.1	7356	7187.21	2179.48	18.7917
XM_016916512.1	2379	2210.21	0	0
XM_016916513.1	1892	1723.21	0	0
XM_016916514.1	1832	1663.21	0	0
XM_016916515.1	1952	1783.21	0	0
XM_016916516.1	1905	1736.21	1	0.035692
XM_016916517.1	755	586.285	0	0
XM_016916518.1	2037	1868.21	8.62573	0.286116
XM_016916519.1	3289	3120.21	1396	27.7252
XM_016916520.1	1982	1813.21	246.87	8.43708
XM_016916521.1	6374	6205.21	1033.23	10.3184
XM_016916522.1	6215	6046.21	5754.72	58.9813
XM_016916523.1	2265	2096.21	17	0.502559
XM_016916524.1	466	298.375	208	43.199
XM_016916525.1	1280	1111.21	348.735	19.4479
XM_016916526.1	1401	1232.21	92.319	4.64279
XM_016916527.1	1398	1229.21	15.9464	0.803914
XM_016916528.1	538	369.555	172	28.8418
XM_016916529.1	2168	1999.21	44.7637	1.38752
XM_016916530.1	6484	6315.21	0	0
XM_016916531.1	6370	6201.21	0	0
XM_016916532.1	6460	6291.21	0	0
XM_016916533.1	6088	5919.21	0	0
XM_016916534.1	2740	2571.21	264.416	6.37271
XM_016916535.1	2200	2031.21	1090	33.2541
XM_016916536.1	1199	1030.21	28.0006	1.68428
XM_016916537.1	10855	10686.2	40.3254	0.233845
XM_016916538.1	7186	7017.21	1198.32	10.5824
XM_016916539.1	2244	2075.21	116.237	3.47102
